metric,rank,noun,verb,average
metaphoricity,1161,keeki (cake),X ga sumu (X gets clear),1.3
metaphoricity,1161,human (complaint),X wo tarasu (Y drops X),1.3
metaphoricity,1161,human (complaint),X ni uku (Y floats on X),1.3
metaphoricity,1161,koe (voice),X wo siboridasu (Y squeezes X),1.3
metaphoricity,1161,sitto (envy),X wo maku (Y scatters X),1.3
metaphoricity,1161,ansin (relief),X wo susuru (Y sips X),1.3
metaphoricity,1161,ikari (anger),X ga hotobasiru (X spurts),1.3
metaphoricity,1161,kyouhu (fear),X wo nomu (Y drinks X),1.3
metaphoricity,1161,jounetu (passion),X ga waku (X gushes out),1.3
metaphoricity,1161,kanjou (emotion),X ni uku (Y floats on X),1.3
metaphoricity,1161,abura (oil),X wo kakeru (Y sprays X),1.3
metaphoricity,1161,abura (oil),X wo maku (Y scatters X),1.3
metaphoricity,1161,abura (oil),X ga mitiru (X fills Y),1.3
metaphoricity,1161,doro (mud),X wo siboridasu (Y squeezes X),1.3
metaphoricity,1161,doro (mud),X ni hitasu (Y dips Z in X),1.3
metaphoricity,1161,suimin (sleep),X ni hitaru (Y soaks in X),1.3
metaphoricity,1161,kuuki (air),X ga ahureru (X overflows),1.3
metaphoricity,1161,syutisin (shame),X wo siboridasu (Y squeezes X),1.3
metaphoricity,1183,ari (ant),X de susugu (Y rinses Z with X),1.2
metaphoricity,1183,ari (ant),X wo kakeru (Y sprays X),1.2
metaphoricity,1183,ari (ant),X ga hotobasiru (X spurts),1.2
metaphoricity,1183,ari (ant),X ni uku (Y floats on X),1.2
metaphoricity,1183,neko (cat),X ga ahureru (X overflows),1.2
metaphoricity,1183,neko (cat),X ga sumu (X gets clear),1.2
metaphoricity,1183,nioi (smell),X wo siboridasu (Y squeezes X),1.2
metaphoricity,1183,keeki (cake),X ga nagareru (X flows),1.2
metaphoricity,1183,keeki (cake),X ni hitasu (Y dips Z in X),1.2
metaphoricity,1183,keeki (cake),X ga uzumaku (X whirls),1.2
metaphoricity,1183,keeki (cake),X ga ahureru (X overflows),1.2
metaphoricity,1183,human (complaint),X ga hotobasiru (X spurts),1.2
metaphoricity,1183,hikari (light),X ga simiru (X soaks into Y),1.2
metaphoricity,1183,iwa (rock),X wo kumitoru (Y scoops up X),1.2
metaphoricity,1183,iwa (rock),X ga nagareru (X flows),1.2
metaphoricity,1183,iwa (rock),X ga nigoru (X gets cloudy),1.2
metaphoricity,1183,kibou (hope),X ga simiru (X soaks into Y),1.2
metaphoricity,1183,kibou (hope),X wo tarasu (Y drops X),1.2
metaphoricity,1183,kibou (hope),X ni hitasu (Y dips Z in X),1.2
metaphoricity,1183,kibou (hope),X ga sumu (X gets clear),1.2
metaphoricity,1183,kanasimi (sorrow),X wo kumitoru (Y scoops up X),1.2
metaphoricity,1183,ito (intention),X ga moreru (X leaks),1.2
metaphoricity,1183,jikan (time),X ga nagareru (X flows),1.2
metaphoricity,1183,abura (oil),X ni sizumu (Y sinks into X),1.2
metaphoricity,1183,abura (oil),X ga sumu (X gets clear),1.2
metaphoricity,1183,abura (oil),X wo nomu (Y drinks X),1.2
metaphoricity,1183,suimin (sleep),X wo kakeru (Y sprays X),1.2
metaphoricity,1183,suna (sand),X de susugu (Y rinses Z with X),1.2
metaphoricity,1183,suna (sand),X ni hitaru (Y soaks in X),1.2
metaphoricity,1183,syutisin (shame),X wo kakeru (Y sprays X),1.2
metaphoricity,1183,kinsen (money),X wo sosogu (Y pours X),1.2
metaphoricity,1214,keeki (cake),X ni tukaru (Y gets submerged in X),1.1
metaphoricity,1214,human (complaint),X wo makitirasu (Y sprinkles X),1.1
metaphoricity,1214,human (complaint),X ni tukaru (Y gets submerged in X),1.1
metaphoricity,1214,roudou (labor),X ga hotobasiru (X spurts),1.1
metaphoricity,1214,roudou (labor),X ni uku (Y floats on X),1.1
metaphoricity,1214,kibou (hope),X ga hotobasiru (X spurts),1.1
metaphoricity,1214,ito (intention),X ga tamaru (X gets collected),1.1
metaphoricity,1214,kanjou (emotion),X wo kumitoru (Y scoops up X),1.1
metaphoricity,1214,abura (oil),X ga simiru (X soaks into Y),1.1
metaphoricity,1214,doro (mud),X ni tukaru (Y gets submerged in X),1.1
metaphoricity,1214,suna (sand),X ni sizumu (Y sinks into X),1.1
metaphoricity,1214,kuuki (air),X ga nagarederu (X flows out),1.1
metaphoricity,1214,kuuki (air),X ga sumu (X gets clear),1.1
metaphoricity,1214,zetubou (despair),X wo kakeru (Y sprays X),1.1
metaphoricity,1214,syutisin (shame),X wo kumitoru (Y scoops up X),1.1
metaphoricity,1214,kotoba (word),X wo kakeru (Y sprays X),1.1
metaphoricity,1230,ari (ant),X ga koboreru (X spills out),1.0
metaphoricity,1230,ari (ant),X ga tamaru (X gets collected),1.0
metaphoricity,1230,ari (ant),X ga moreru (X leaks),1.0
metaphoricity,1230,nioi (smell),X ga waku (X gushes out),1.0
metaphoricity,1230,keeki (cake),X wo tarasu (Y drops X),1.0
metaphoricity,1230,keeki (cake),X ga nizimu (X oozes),1.0
metaphoricity,1230,keeki (cake),X ga moreru (X leaks),1.0
metaphoricity,1230,keeki (cake),X wo nomu (Y drinks X),1.0
metaphoricity,1230,human (complaint),X ga ahureru (X overflows),1.0
metaphoricity,1230,human (complaint),X ga moreru (X leaks),1.0
metaphoricity,1230,ansin (relief),X ga huttou-suru (X boils),1.0
metaphoricity,1230,kibou (hope),X ni uku (Y floats on X),1.0
metaphoricity,1230,ito (intention),X wo kumitoru (Y scoops up X),1.0
metaphoricity,1230,kimoti (feeling),X wo kumitoru (Y scoops up X),1.0
metaphoricity,1230,mizu (water),X ga yodomu (X gets stagnant),1.0
metaphoricity,1230,mizu (water),X ga ahureru (X overflows),1.0
metaphoricity,1230,abura (oil),X ga huttou-suru (X boils),1.0
metaphoricity,1230,abura (oil),X ga sitataru (X drips),1.0
metaphoricity,1230,doro (mud),X wo tarasu (Y drops X),1.0
metaphoricity,1230,suna (sand),X wo kumitoru (Y scoops up X),1.0
metaphoricity,1230,suna (sand),X wo sosogu (Y pours X),1.0
metaphoricity,1230,kinsen (money),X wo makitirasu (Y sprinkles X),1.0
metaphoricity,1252,nioi (smell),X wo maku (Y scatters X),0.9
metaphoricity,1252,nioi (smell),X ni uku (Y floats on X),0.9
metaphoricity,1252,keeki (cake),X wo kumitoru (Y scoops up X),0.9
metaphoricity,1252,keeki (cake),X ga sitataru (X drips),0.9
metaphoricity,1252,keeki (cake),X ga nigoru (X gets cloudy),0.9
metaphoricity,1252,human (complaint),X ga tamaru (X gets collected),0.9
metaphoricity,1252,hikari (light),X wo abiseru (Y showers X),0.9
metaphoricity,1252,mizu (water),X wo siboridasu (Y squeezes X),0.9
metaphoricity,1252,mizu (water),X ga tamaru (X gets collected),0.9
metaphoricity,1252,abura (oil),X wo tarasu (Y drops X),0.9
metaphoricity,1252,oto (sound),X ga moreru (X leaks),0.9
metaphoricity,1263,ari (ant),X ga simiru (X soaks into Y),0.8
metaphoricity,1263,ari (ant),X ga sitataru (X drips),0.8
metaphoricity,1263,neko (cat),X ga nagarederu (X flows out),0.8
metaphoricity,1263,nioi (smell),X wo makitirasu (Y sprinkles X),0.8
metaphoricity,1263,keeki (cake),X wo abiseru (Y showers X),0.8
metaphoricity,1263,keeki (cake),X ga yodomu (X gets stagnant),0.8
metaphoricity,1263,roudou (labor),X wo tarasu (Y drops X),0.8
metaphoricity,1263,koe (voice),X ga moreru (X leaks),0.8
metaphoricity,1263,ito (intention),X wo kakeru (Y sprays X),0.8
metaphoricity,1263,mizu (water),X ga simiru (X soaks into Y),0.8
metaphoricity,1263,mizu (water),X wo makitirasu (Y sprinkles X),0.8
metaphoricity,1263,mizu (water),X ga uzumaku (X whirls),0.8
metaphoricity,1263,mizu (water),X ga sitataru (X drips),0.8
metaphoricity,1263,mizu (water),X ga nigoru (X gets cloudy),0.8
metaphoricity,1263,abura (oil),X ga nagareru (X flows),0.8
metaphoricity,1263,suna (sand),X ga koboreru (X spills out),0.8
metaphoricity,1263,suna (sand),X ga ahureru (X overflows),0.8
metaphoricity,1263,suna (sand),X ga moreru (X leaks),0.8
metaphoricity,1263,kinsen (money),X wo maku (Y scatters X),0.8
metaphoricity,1263,oto (sound),X ga nagareru (X flows),0.8
metaphoricity,1283,ari (ant),X wo maku (Y scatters X),0.7
metaphoricity,1283,ari (ant),X ga ahureru (X overflows),0.7
metaphoricity,1283,ari (ant),X ni tukaru (Y gets submerged in X),0.7
metaphoricity,1283,nioi (smell),X ga mitiru (X fills Y),0.7
metaphoricity,1283,nioi (smell),X ga tamaru (X gets collected),0.7
metaphoricity,1283,keeki (cake),X ni hitaru (Y soaks in X),0.7
metaphoricity,1283,keeki (cake),X ga tamaru (X gets collected),0.7
metaphoricity,1283,mizu (water),X ni uku (Y floats on X),0.7
metaphoricity,1283,mizu (water),X ga moreru (X leaks),0.7
metaphoricity,1283,abura (oil),X wo makitirasu (Y sprinkles X),0.7
metaphoricity,1283,abura (oil),X ni hitasu (Y dips Z in X),0.7
metaphoricity,1283,abura (oil),X ga nigoru (X gets cloudy),0.7
metaphoricity,1283,doro (mud),X ga simiru (X soaks into Y),0.7
metaphoricity,1283,doro (mud),X wo makitirasu (Y sprinkles X),0.7
metaphoricity,1283,doro (mud),X ga nagareru (X flows),0.7
metaphoricity,1283,doro (mud),X ga tamaru (X gets collected),0.7
metaphoricity,1283,doro (mud),X ga sitataru (X drips),0.7
metaphoricity,1283,suna (sand),X ga nagarederu (X flows out),0.7
metaphoricity,1283,oto (sound),X wo kakeru (Y sprays X),0.7
metaphoricity,1302,ari (ant),X wo makitirasu (Y sprinkles X),0.6
metaphoricity,1302,ari (ant),X ni hitasu (Y dips Z in X),0.6
metaphoricity,1302,nioi (smell),X ga nagareru (X flows),0.6
metaphoricity,1302,nioi (smell),X ga moreru (X leaks),0.6
metaphoricity,1302,keeki (cake),X de susugu (Y rinses Z with X),0.6
metaphoricity,1302,keeki (cake),X wo susuru (Y sips X),0.6
metaphoricity,1302,keeki (cake),X wo makitirasu (Y sprinkles X),0.6
metaphoricity,1302,keeki (cake),X ga nagarederu (X flows out),0.6
metaphoricity,1302,human (complaint),X ga sumu (X gets clear),0.6
metaphoricity,1302,kibou (hope),X ga nigoru (X gets cloudy),0.6
metaphoricity,1302,jouhou (information),X wo kumitoru (Y scoops up X),0.6
metaphoricity,1302,mizu (water),X ga koboreru (X spills out),0.6
metaphoricity,1302,mizu (water),X wo sosogu (Y pours X),0.6
metaphoricity,1302,mizu (water),X ni hitaru (Y soaks in X),0.6
metaphoricity,1302,mizu (water),X ga mitiru (X fills Y),0.6
metaphoricity,1302,mizu (water),X ni tukaru (Y gets submerged in X),0.6
metaphoricity,1302,mizu (water),X ga sumu (X gets clear),0.6
metaphoricity,1302,abura (oil),X wo siboridasu (Y squeezes X),0.6
metaphoricity,1302,abura (oil),X ga ahureru (X overflows),0.6
metaphoricity,1302,abura (oil),X ga nizimu (X oozes),0.6
metaphoricity,1302,suna (sand),X wo maku (Y scatters X),0.6
metaphoricity,1302,suna (sand),X ga tamaru (X gets collected),0.6
metaphoricity,1324,keeki (cake),X ga koboreru (X spills out),0.5
metaphoricity,1324,keeki (cake),X wo maku (Y scatters X),0.5
metaphoricity,1324,keeki (cake),X ni uku (Y floats on X),0.5
metaphoricity,1324,jounetu (passion),X wo kakeru (Y sprays X),0.5
metaphoricity,1324,jikan (time),X wo kakeru (Y sprays X),0.5
metaphoricity,1324,mizu (water),X wo maku (Y scatters X),0.5
metaphoricity,1324,mizu (water),X ni sizumu (Y sinks into X),0.5
metaphoricity,1324,abura (oil),X ga koboreru (X spills out),0.5
metaphoricity,1324,abura (oil),X ga nagarederu (X flows out),0.5
metaphoricity,1324,abura (oil),X ga tamaru (X gets collected),0.5
metaphoricity,1324,doro (mud),X ga koboreru (X spills out),0.5
metaphoricity,1324,doro (mud),X wo kumitoru (Y scoops up X),0.5
metaphoricity,1324,suna (sand),X wo makitirasu (Y sprinkles X),0.5
metaphoricity,1324,kinsen (money),X wo kakeru (Y sprays X),0.5
metaphoricity,1338,ari (ant),X wo tarasu (Y drops X),0.4
metaphoricity,1338,keeki (cake),X wo kakeru (Y sprays X),0.4
metaphoricity,1338,keeki (cake),X wo sosogu (Y pours X),0.4
metaphoricity,1338,iwa (rock),X wo kakeru (Y sprays X),0.4
metaphoricity,1338,jounetu (passion),X wo sosogu (Y pours X),0.4
metaphoricity,1338,mizu (water),X ni hitasu (Y dips Z in X),0.4
metaphoricity,1338,mizu (water),X ga nizimu (X oozes),0.4
metaphoricity,1338,abura (oil),X ni uku (Y floats on X),0.4
metaphoricity,1338,doro (mud),X ga ahureru (X overflows),0.4
metaphoricity,1338,kuuki (air),X ga nagareru (X flows),0.4
metaphoricity,1348,mizu (water),X ni oboreru (Y almost drowns in X),0.3
metaphoricity,1348,abura (oil),X ga moreru (X leaks),0.3
metaphoricity,1348,doro (mud),X ga moreru (X leaks),0.3
metaphoricity,1351,mizu (water),X de susugu (Y rinses Z with X),0.2
metaphoricity,1351,mizu (water),X wo tarasu (Y drops X),0.2
metaphoricity,1351,mizu (water),X ga nagarederu (X flows out),0.2
metaphoricity,1351,mizu (water),X ga waku (X gushes out),0.2
metaphoricity,1355,mizu (water),X wo kumitoru (Y scoops up X),0.1
metaphoricity,1356,koe (voice),X wo kakeru (Y sprays X),0.0
metaphoricity,1356,mizu (water),X wo susuru (Y sips X),0.0
metaphoricity,1356,mizu (water),X ga huttou-suru (X boils),0.0
metaphoricity,1356,mizu (water),X ga nagareru (X flows),0.0
metaphoricity,1356,mizu (water),X wo nomu (Y drinks X),0.0
