metric,rank,noun,verb,average
metaphoricity,1,kotoba (word),X ga huttou-suru (X boils),3.9
metaphoricity,2,kanjou (emotion),X ni oboreru (Y almost drowns in X),3.8
metaphoricity,3,zetubou (despair),X ga ahureru (X overflows),3.7
metaphoricity,4,oto (sound),X ga simiru (X soaks into Y),3.6
metaphoricity,5,kyouhu (fear),X ga nagarederu (X flows out),3.5
metaphoricity,5,zetubou (despair),X ga koboreru (X spills out),3.5
metaphoricity,5,zetubou (despair),X wo makitirasu (Y sprinkles X),3.5
metaphoricity,5,zetubou (despair),X ga moreru (X leaks),3.5
metaphoricity,5,oto (sound),X wo nomu (Y drinks X),3.5
metaphoricity,10,sitto (envy),X ni oboreru (Y almost drowns in X),3.4
metaphoricity,10,rikai (understanding),X ga nizimu (X oozes),3.4
metaphoricity,10,kuuki (air),X wo kakeru (Y sprays X),3.4
metaphoricity,10,kotoba (word),X ga nizimu (X oozes),3.4
metaphoricity,10,oto (sound),X ga sumu (X gets clear),3.4
metaphoricity,15,yorokobi (delight),X wo tarasu (Y drops X),3.3
metaphoricity,15,ansin (relief),X wo abiseru (Y showers X),3.3
metaphoricity,15,kairaku (pleasure),X ga uzumaku (X whirls),3.3
metaphoricity,15,jikan (time),X ga ahureru (X overflows),3.3
metaphoricity,15,kuuki (air),X ga waku (X gushes out),3.3
metaphoricity,20,sitto (envy),X ga ahureru (X overflows),3.2
metaphoricity,20,ansin (relief),X wo maku (Y scatters X),3.2
metaphoricity,20,kyouhu (fear),X ni oboreru (Y almost drowns in X),3.2
metaphoricity,20,kanasimi (sorrow),X ga sumu (X gets clear),3.2
metaphoricity,20,kanjou (emotion),X ga huttou-suru (X boils),3.2
metaphoricity,20,kanjou (emotion),X wo sosogu (Y pours X),3.2
metaphoricity,20,jikan (time),X ga yodomu (X gets stagnant),3.2
metaphoricity,20,kotoba (word),X wo susuru (Y sips X),3.2
metaphoricity,20,oto (sound),X wo kumitoru (Y scoops up X),3.2
metaphoricity,29,hikari (light),X ga huttou-suru (X boils),3.1
metaphoricity,29,koe (voice),X ni sizumu (Y sinks into X),3.1
metaphoricity,29,iwa (rock),X ga sitataru (X drips),3.1
metaphoricity,29,kairaku (pleasure),X ni sizumu (Y sinks into X),3.1
metaphoricity,29,ikari (anger),X ga koboreru (X spills out),3.1
metaphoricity,29,kyouhu (fear),X ni sizumu (Y sinks into X),3.1
metaphoricity,29,kanasimi (sorrow),X ga nagareru (X flows),3.1
metaphoricity,29,kanasimi (sorrow),X ni oboreru (Y almost drowns in X),3.1
metaphoricity,29,jouhou (information),X ga uzumaku (X whirls),3.1
metaphoricity,29,ai (love),X de susugu (Y rinses Z with X),3.1
metaphoricity,29,ai (love),X wo tarasu (Y drops X),3.1
metaphoricity,29,ai (love),X ni uku (Y floats on X),3.1
metaphoricity,29,doro (mud),X wo susuru (Y sips X),3.1
metaphoricity,29,rikai (understanding),X ga hotobasiru (X spurts),3.1
metaphoricity,29,rikai (understanding),X ga huttou-suru (X boils),3.1
metaphoricity,29,rikai (understanding),X ga sitataru (X drips),3.1
metaphoricity,29,kuuki (air),X ga simiru (X soaks into Y),3.1
metaphoricity,29,kuuki (air),X ni sizumu (Y sinks into X),3.1
metaphoricity,29,kuuki (air),X ni hitasu (Y dips Z in X),3.1
metaphoricity,29,zetubou (despair),X ga tamaru (X gets collected),3.1
metaphoricity,29,kinsen (money),X de susugu (Y rinses Z with X),3.1
metaphoricity,29,kinsen (money),X ni oboreru (Y almost drowns in X),3.1
metaphoricity,51,human (complaint),X ni oboreru (Y almost drowns in X),3.0
metaphoricity,51,hikari (light),X ga koboreru (X spills out),3.0
metaphoricity,51,hikari (light),X wo nomu (Y drinks X),3.0
metaphoricity,51,koe (voice),X ga nizimu (X oozes),3.0
metaphoricity,51,sitto (envy),X ni hitaru (Y soaks in X),3.0
metaphoricity,51,iwa (rock),X ga ahureru (X overflows),3.0
metaphoricity,51,iwa (rock),X ga nizimu (X oozes),3.0
metaphoricity,51,kibou (hope),X ga nagareru (X flows),3.0
metaphoricity,51,kairaku (pleasure),X ni uku (Y floats on X),3.0
metaphoricity,51,ikari (anger),X wo susuru (Y sips X),3.0
metaphoricity,51,kyouhu (fear),X ga huttou-suru (X boils),3.0
metaphoricity,51,kanasimi (sorrow),X ni sizumu (Y sinks into X),3.0
metaphoricity,51,kanasimi (sorrow),X ga nagarederu (X flows out),3.0
metaphoricity,51,jouhou (information),X wo tarasu (Y drops X),3.0
metaphoricity,51,jouhou (information),X ga waku (X gushes out),3.0
metaphoricity,51,jouhou (information),X ni oboreru (Y almost drowns in X),3.0
metaphoricity,51,ai (love),X ga sitataru (X drips),3.0
metaphoricity,51,ai (love),X ni tukaru (Y gets submerged in X),3.0
metaphoricity,51,kanjou (emotion),X wo susuru (Y sips X),3.0
metaphoricity,51,kanjou (emotion),X wo abiseru (Y showers X),3.0
metaphoricity,51,kanjou (emotion),X wo nomu (Y drinks X),3.0
metaphoricity,51,jikan (time),X wo abiseru (Y showers X),3.0
metaphoricity,51,jikan (time),X ni tukaru (Y gets submerged in X),3.0
metaphoricity,51,jikan (time),X ga nigoru (X gets cloudy),3.0
metaphoricity,51,kimoti (feeling),X ga huttou-suru (X boils),3.0
metaphoricity,51,abura (oil),X ni oboreru (Y almost drowns in X),3.0
metaphoricity,51,syutisin (shame),X de susugu (Y rinses Z with X),3.0
metaphoricity,51,syutisin (shame),X ga koboreru (X spills out),3.0
metaphoricity,51,kotoba (word),X ga waku (X gushes out),3.0
metaphoricity,51,kotoba (word),X wo nomu (Y drinks X),3.0
metaphoricity,51,kinsen (money),X ni uku (Y floats on X),3.0
metaphoricity,51,kinsen (money),X wo nomu (Y drinks X),3.0
metaphoricity,51,oto (sound),X ni tukaru (Y gets submerged in X),3.0
metaphoricity,84,huan (anxiety),X ga sitataru (X drips),2.9
metaphoricity,84,hikari (light),X wo makitirasu (Y sprinkles X),2.9
metaphoricity,84,roudou (labor),X ni hitaru (Y soaks in X),2.9
metaphoricity,84,sitto (envy),X wo sosogu (Y pours X),2.9
metaphoricity,84,ansin (relief),X ga nagarederu (X flows out),2.9
metaphoricity,84,ansin (relief),X ni uku (Y floats on X),2.9
metaphoricity,84,ansin (relief),X ga nigoru (X gets cloudy),2.9
metaphoricity,84,iwa (rock),X ga sumu (X gets clear),2.9
metaphoricity,84,kairaku (pleasure),X ga waku (X gushes out),2.9
metaphoricity,84,ikari (anger),X ni oboreru (Y almost drowns in X),2.9
metaphoricity,84,kyouhu (fear),X wo kakeru (Y sprays X),2.9
metaphoricity,84,kyouhu (fear),X wo sosogu (Y pours X),2.9
metaphoricity,84,kanasimi (sorrow),X wo tarasu (Y drops X),2.9
metaphoricity,84,jouhou (information),X ga sitataru (X drips),2.9
metaphoricity,84,jouhou (information),X ni tukaru (Y gets submerged in X),2.9
metaphoricity,84,ai (love),X ga hotobasiru (X spurts),2.9
metaphoricity,84,ai (love),X wo susuru (Y sips X),2.9
metaphoricity,84,ai (love),X ga huttou-suru (X boils),2.9
metaphoricity,84,ai (love),X ga nagareru (X flows),2.9
metaphoricity,84,ai (love),X ga nizimu (X oozes),2.9
metaphoricity,84,kanjou (emotion),X wo makitirasu (Y sprinkles X),2.9
metaphoricity,84,zouo (hatred),X ni hitasu (Y dips Z in X),2.9
metaphoricity,84,jikan (time),X ni sizumu (Y sinks into X),2.9
metaphoricity,84,tanosisa (enjoyment),X ga yodomu (X gets stagnant),2.9
metaphoricity,84,tanosisa (enjoyment),X ni oboreru (Y almost drowns in X),2.9
metaphoricity,84,suimin (sleep),X ni oboreru (Y almost drowns in X),2.9
metaphoricity,84,kuuki (air),X wo maku (Y scatters X),2.9
metaphoricity,84,kuuki (air),X ni oboreru (Y almost drowns in X),2.9
metaphoricity,84,zetubou (despair),X wo nomu (Y drinks X),2.9
metaphoricity,84,kotoba (word),X ga koboreru (X spills out),2.9
metaphoricity,84,oto (sound),X ga huttou-suru (X boils),2.9
metaphoricity,115,neko (cat),X ga mitiru (X fills Y),2.8
metaphoricity,115,nioi (smell),X wo kakeru (Y sprays X),2.8
metaphoricity,115,huan (anxiety),X ga hotobasiru (X spurts),2.8
metaphoricity,115,roudou (labor),X ni oboreru (Y almost drowns in X),2.8
metaphoricity,115,yorokobi (delight),X ga simiru (X soaks into Y),2.8
metaphoricity,115,sitto (envy),X wo abiseru (Y showers X),2.8
metaphoricity,115,ansin (relief),X ga yodomu (X gets stagnant),2.8
metaphoricity,115,iwa (rock),X ni hitasu (Y dips Z in X),2.8
metaphoricity,115,kibou (hope),X ga tamaru (X gets collected),2.8
metaphoricity,115,kairaku (pleasure),X ni oboreru (Y almost drowns in X),2.8
metaphoricity,115,ikari (anger),X ga huttou-suru (X boils),2.8
metaphoricity,115,ikari (anger),X ga moreru (X leaks),2.8
metaphoricity,115,kyouhu (fear),X ga nagareru (X flows),2.8
metaphoricity,115,kyouhu (fear),X ga tamaru (X gets collected),2.8
metaphoricity,115,kyouhu (fear),X ga moreru (X leaks),2.8
metaphoricity,115,kanasimi (sorrow),X ga simiru (X soaks into Y),2.8
metaphoricity,115,jouhou (information),X ga simiru (X soaks into Y),2.8
metaphoricity,115,jouhou (information),X ga yodomu (X gets stagnant),2.8
metaphoricity,115,jounetu (passion),X ga koboreru (X spills out),2.8
metaphoricity,115,kanjou (emotion),X ga nagareru (X flows),2.8
metaphoricity,115,kanjou (emotion),X ga nigoru (X gets cloudy),2.8
metaphoricity,115,zouo (hatred),X de susugu (Y rinses Z with X),2.8
metaphoricity,115,zouo (hatred),X wo susuru (Y sips X),2.8
metaphoricity,115,zouo (hatred),X ni sizumu (Y sinks into X),2.8
metaphoricity,115,jikan (time),X ga koboreru (X spills out),2.8
metaphoricity,115,jikan (time),X wo sosogu (Y pours X),2.8
metaphoricity,115,jikan (time),X ga waku (X gushes out),2.8
metaphoricity,115,jikan (time),X ga nizimu (X oozes),2.8
metaphoricity,115,tanosisa (enjoyment),X wo maku (Y scatters X),2.8
metaphoricity,115,tanosisa (enjoyment),X ga uzumaku (X whirls),2.8
metaphoricity,115,tanosisa (enjoyment),X ga nigoru (X gets cloudy),2.8
metaphoricity,115,kimoti (feeling),X ga koboreru (X spills out),2.8
metaphoricity,115,kimoti (feeling),X wo siboridasu (Y squeezes X),2.8
metaphoricity,115,kimoti (feeling),X wo makitirasu (Y sprinkles X),2.8
metaphoricity,115,kotoba (word),X ga yodomu (X gets stagnant),2.8
metaphoricity,115,kotoba (word),X ga moreru (X leaks),2.8
metaphoricity,115,kotoba (word),X ga nigoru (X gets cloudy),2.8
metaphoricity,152,huan (anxiety),X wo tarasu (Y drops X),2.7
metaphoricity,152,huan (anxiety),X ni uku (Y floats on X),2.7
metaphoricity,152,roudou (labor),X wo sosogu (Y pours X),2.7
metaphoricity,152,roudou (labor),X ga nagarederu (X flows out),2.7
metaphoricity,152,roudou (labor),X ga ahureru (X overflows),2.7
metaphoricity,152,yuuki (bravery),X ga hotobasiru (X spurts),2.7
metaphoricity,152,yorokobi (delight),X wo kakeru (Y sprays X),2.7
metaphoricity,152,yorokobi (delight),X wo sosogu (Y pours X),2.7
metaphoricity,152,yorokobi (delight),X ga sitataru (X drips),2.7
metaphoricity,152,yorokobi (delight),X ga sumu (X gets clear),2.7
metaphoricity,152,koe (voice),X ni hitasu (Y dips Z in X),2.7
metaphoricity,152,koe (voice),X ga uzumaku (X whirls),2.7
metaphoricity,152,sitto (envy),X wo nomu (Y drinks X),2.7
metaphoricity,152,ansin (relief),X ga hotobasiru (X spurts),2.7
metaphoricity,152,iwa (rock),X ga simiru (X soaks into Y),2.7
metaphoricity,152,iwa (rock),X de susugu (Y rinses Z with X),2.7
metaphoricity,152,kyouhu (fear),X wo siboridasu (Y squeezes X),2.7
metaphoricity,152,kanasimi (sorrow),X ni hitasu (Y dips Z in X),2.7
metaphoricity,152,jouhou (information),X ga koboreru (X spills out),2.7
metaphoricity,152,jouhou (information),X ga sumu (X gets clear),2.7
metaphoricity,152,jouhou (information),X ga nigoru (X gets cloudy),2.7
metaphoricity,152,jounetu (passion),X ni sizumu (Y sinks into X),2.7
metaphoricity,152,jounetu (passion),X ga uzumaku (X whirls),2.7
metaphoricity,152,jounetu (passion),X wo nomu (Y drinks X),2.7
metaphoricity,152,ai (love),X ga uzumaku (X whirls),2.7
metaphoricity,152,ai (love),X ga mitiru (X fills Y),2.7
metaphoricity,152,ai (love),X ga moreru (X leaks),2.7
metaphoricity,152,ai (love),X wo nomu (Y drinks X),2.7
metaphoricity,152,kanjou (emotion),X wo siboridasu (Y squeezes X),2.7
metaphoricity,152,kanjou (emotion),X ni hitaru (Y soaks in X),2.7
metaphoricity,152,zouo (hatred),X ga huttou-suru (X boils),2.7
metaphoricity,152,jikan (time),X ni uku (Y floats on X),2.7
metaphoricity,152,tanosisa (enjoyment),X ga ahureru (X overflows),2.7
metaphoricity,152,abura (oil),X wo abiseru (Y showers X),2.7
metaphoricity,152,rikai (understanding),X ga waku (X gushes out),2.7
metaphoricity,152,suimin (sleep),X ga koboreru (X spills out),2.7
metaphoricity,152,suimin (sleep),X ga ahureru (X overflows),2.7
metaphoricity,152,suimin (sleep),X ga moreru (X leaks),2.7
metaphoricity,152,suimin (sleep),X ni tukaru (Y gets submerged in X),2.7
metaphoricity,152,kuuki (air),X ga hotobasiru (X spurts),2.7
metaphoricity,152,kuuki (air),X wo makitirasu (Y sprinkles X),2.7
metaphoricity,152,syutisin (shame),X ga yodomu (X gets stagnant),2.7
metaphoricity,152,syutisin (shame),X ga moreru (X leaks),2.7
metaphoricity,152,kotoba (word),X ga ahureru (X overflows),2.7
metaphoricity,152,kinsen (money),X ga nagareru (X flows),2.7
metaphoricity,152,kinsen (money),X ga waku (X gushes out),2.7
metaphoricity,152,kinsen (money),X ga mitiru (X fills Y),2.7
metaphoricity,152,oto (sound),X wo tarasu (Y drops X),2.7
metaphoricity,152,oto (sound),X ga ahureru (X overflows),2.7
metaphoricity,152,oto (sound),X ga sitataru (X drips),2.7
metaphoricity,202,huan (anxiety),X de susugu (Y rinses Z with X),2.6
metaphoricity,202,huan (anxiety),X ga nagarederu (X flows out),2.6
metaphoricity,202,huan (anxiety),X ni hitaru (Y soaks in X),2.6
metaphoricity,202,huan (anxiety),X ni tukaru (Y gets submerged in X),2.6
metaphoricity,202,hikari (light),X wo kakeru (Y sprays X),2.6
metaphoricity,202,hikari (light),X wo siboridasu (Y squeezes X),2.6
metaphoricity,202,hikari (light),X ga uzumaku (X whirls),2.6
metaphoricity,202,hikari (light),X ga sumu (X gets clear),2.6
metaphoricity,202,roudou (labor),X ni sizumu (Y sinks into X),2.6
metaphoricity,202,yuuki (bravery),X ga koboreru (X spills out),2.6
metaphoricity,202,yuuki (bravery),X ga huttou-suru (X boils),2.6
metaphoricity,202,yuuki (bravery),X ga uzumaku (X whirls),2.6
metaphoricity,202,yuuki (bravery),X ga ahureru (X overflows),2.6
metaphoricity,202,yuuki (bravery),X ni tukaru (Y gets submerged in X),2.6
metaphoricity,202,yorokobi (delight),X wo nomu (Y drinks X),2.6
metaphoricity,202,koe (voice),X wo maku (Y scatters X),2.6
metaphoricity,202,koe (voice),X ga huttou-suru (X boils),2.6
metaphoricity,202,sitto (envy),X ga nagareru (X flows),2.6
metaphoricity,202,ansin (relief),X wo sosogu (Y pours X),2.6
metaphoricity,202,iwa (rock),X ga koboreru (X spills out),2.6
metaphoricity,202,iwa (rock),X ga hotobasiru (X spurts),2.6
metaphoricity,202,iwa (rock),X ni sizumu (Y sinks into X),2.6
metaphoricity,202,iwa (rock),X ga mitiru (X fills Y),2.6
metaphoricity,202,kibou (hope),X ni oboreru (Y almost drowns in X),2.6
metaphoricity,202,kairaku (pleasure),X ga koboreru (X spills out),2.6
metaphoricity,202,kairaku (pleasure),X ga nagarederu (X flows out),2.6
metaphoricity,202,ikari (anger),X ga nagarederu (X flows out),2.6
metaphoricity,202,kyouhu (fear),X ga koboreru (X spills out),2.6
metaphoricity,202,kanasimi (sorrow),X de susugu (Y rinses Z with X),2.6
metaphoricity,202,kanasimi (sorrow),X wo siboridasu (Y squeezes X),2.6
metaphoricity,202,kanasimi (sorrow),X ga nigoru (X gets cloudy),2.6
metaphoricity,202,jouhou (information),X wo abiseru (Y showers X),2.6
metaphoricity,202,jouhou (information),X ni hitaru (Y soaks in X),2.6
metaphoricity,202,jounetu (passion),X ga hotobasiru (X spurts),2.6
metaphoricity,202,jounetu (passion),X wo tarasu (Y drops X),2.6
metaphoricity,202,jounetu (passion),X ga sitataru (X drips),2.6
metaphoricity,202,jounetu (passion),X ni tukaru (Y gets submerged in X),2.6
metaphoricity,202,jounetu (passion),X ga sumu (X gets clear),2.6
metaphoricity,202,ito (intention),X ni hitasu (Y dips Z in X),2.6
metaphoricity,202,ito (intention),X ni oboreru (Y almost drowns in X),2.6
metaphoricity,202,ai (love),X ga koboreru (X spills out),2.6
metaphoricity,202,ai (love),X wo abiseru (Y showers X),2.6
metaphoricity,202,ai (love),X ga nigoru (X gets cloudy),2.6
metaphoricity,202,zouo (hatred),X ga nagareru (X flows),2.6
metaphoricity,202,zouo (hatred),X ga nagarederu (X flows out),2.6
metaphoricity,202,zouo (hatred),X ga yodomu (X gets stagnant),2.6
metaphoricity,202,zouo (hatred),X ni tukaru (Y gets submerged in X),2.6
metaphoricity,202,zouo (hatred),X wo nomu (Y drinks X),2.6
metaphoricity,202,jikan (time),X de susugu (Y rinses Z with X),2.6
metaphoricity,202,jikan (time),X wo maku (Y scatters X),2.6
metaphoricity,202,jikan (time),X ga uzumaku (X whirls),2.6
metaphoricity,202,jikan (time),X ga tamaru (X gets collected),2.6
metaphoricity,202,jikan (time),X ga moreru (X leaks),2.6
metaphoricity,202,jikan (time),X ga sumu (X gets clear),2.6
metaphoricity,202,tanosisa (enjoyment),X ga koboreru (X spills out),2.6
metaphoricity,202,kimoti (feeling),X de susugu (Y rinses Z with X),2.6
metaphoricity,202,kimoti (feeling),X ga uzumaku (X whirls),2.6
metaphoricity,202,kimoti (feeling),X ga mitiru (X fills Y),2.6
metaphoricity,202,kimoti (feeling),X ga tamaru (X gets collected),2.6
metaphoricity,202,kimoti (feeling),X ga moreru (X leaks),2.6
metaphoricity,202,kimoti (feeling),X ga nigoru (X gets cloudy),2.6
metaphoricity,202,abura (oil),X ni hitaru (Y soaks in X),2.6
metaphoricity,202,rikai (understanding),X wo makitirasu (Y sprinkles X),2.6
metaphoricity,202,rikai (understanding),X ga tamaru (X gets collected),2.6
metaphoricity,202,rikai (understanding),X ga moreru (X leaks),2.6
metaphoricity,202,rikai (understanding),X ga nigoru (X gets cloudy),2.6
metaphoricity,202,kuuki (air),X ga nigoru (X gets cloudy),2.6
metaphoricity,202,zetubou (despair),X ga huttou-suru (X boils),2.6
metaphoricity,202,syutisin (shame),X wo makitirasu (Y sprinkles X),2.6
metaphoricity,202,syutisin (shame),X ni sizumu (Y sinks into X),2.6
metaphoricity,202,syutisin (shame),X ni uku (Y floats on X),2.6
metaphoricity,202,syutisin (shame),X ga ahureru (X overflows),2.6
metaphoricity,202,syutisin (shame),X ga sumu (X gets clear),2.6
metaphoricity,202,kotoba (word),X ga mitiru (X fills Y),2.6
metaphoricity,202,kinsen (money),X wo susuru (Y sips X),2.6
metaphoricity,202,kinsen (money),X ga uzumaku (X whirls),2.6
metaphoricity,202,kinsen (money),X ga moreru (X leaks),2.6
metaphoricity,202,oto (sound),X ga nizimu (X oozes),2.6
metaphoricity,202,oto (sound),X ga nigoru (X gets cloudy),2.6
metaphoricity,281,nioi (smell),X ga huttou-suru (X boils),2.5
metaphoricity,281,nioi (smell),X wo sosogu (Y pours X),2.5
metaphoricity,281,nioi (smell),X wo nomu (Y drinks X),2.5
metaphoricity,281,huan (anxiety),X ga koboreru (X spills out),2.5
metaphoricity,281,human (complaint),X ga nagareru (X flows),2.5
metaphoricity,281,human (complaint),X ga nizimu (X oozes),2.5
metaphoricity,281,hikari (light),X ga yodomu (X gets stagnant),2.5
metaphoricity,281,hikari (light),X ni tukaru (Y gets submerged in X),2.5
metaphoricity,281,roudou (labor),X ga sumu (X gets clear),2.5
metaphoricity,281,yuuki (bravery),X de susugu (Y rinses Z with X),2.5
metaphoricity,281,yuuki (bravery),X ga nagareru (X flows),2.5
metaphoricity,281,yuuki (bravery),X ni uku (Y floats on X),2.5
metaphoricity,281,yuuki (bravery),X ga sitataru (X drips),2.5
metaphoricity,281,yuuki (bravery),X ga moreru (X leaks),2.5
metaphoricity,281,yorokobi (delight),X wo susuru (Y sips X),2.5
metaphoricity,281,yorokobi (delight),X wo abiseru (Y showers X),2.5
metaphoricity,281,yorokobi (delight),X ga yodomu (X gets stagnant),2.5
metaphoricity,281,koe (voice),X ga simiru (X soaks into Y),2.5
metaphoricity,281,koe (voice),X ga hotobasiru (X spurts),2.5
metaphoricity,281,koe (voice),X ga nagarederu (X flows out),2.5
metaphoricity,281,koe (voice),X ni hitaru (Y soaks in X),2.5
metaphoricity,281,koe (voice),X ga tamaru (X gets collected),2.5
metaphoricity,281,koe (voice),X ni oboreru (Y almost drowns in X),2.5
metaphoricity,281,sitto (envy),X ga sitataru (X drips),2.5
metaphoricity,281,iwa (rock),X ga moreru (X leaks),2.5
metaphoricity,281,iwa (rock),X ni tukaru (Y gets submerged in X),2.5
metaphoricity,281,kibou (hope),X wo kakeru (Y sprays X),2.5
metaphoricity,281,kibou (hope),X wo sosogu (Y pours X),2.5
metaphoricity,281,kairaku (pleasure),X de susugu (Y rinses Z with X),2.5
metaphoricity,281,kairaku (pleasure),X wo susuru (Y sips X),2.5
metaphoricity,281,kairaku (pleasure),X wo siboridasu (Y squeezes X),2.5
metaphoricity,281,kairaku (pleasure),X wo sosogu (Y pours X),2.5
metaphoricity,281,kairaku (pleasure),X ga nagareru (X flows),2.5
metaphoricity,281,ikari (anger),X ga nagareru (X flows),2.5
metaphoricity,281,ikari (anger),X ga uzumaku (X whirls),2.5
metaphoricity,281,ikari (anger),X ga waku (X gushes out),2.5
metaphoricity,281,kyouhu (fear),X ga simiru (X soaks into Y),2.5
metaphoricity,281,kyouhu (fear),X wo susuru (Y sips X),2.5
metaphoricity,281,kyouhu (fear),X wo abiseru (Y showers X),2.5
metaphoricity,281,kanasimi (sorrow),X wo sosogu (Y pours X),2.5
metaphoricity,281,kanasimi (sorrow),X ni uku (Y floats on X),2.5
metaphoricity,281,kanasimi (sorrow),X ga sitataru (X drips),2.5
metaphoricity,281,kanasimi (sorrow),X ni tukaru (Y gets submerged in X),2.5
metaphoricity,281,jouhou (information),X wo siboridasu (Y squeezes X),2.5
metaphoricity,281,jouhou (information),X ni sizumu (Y sinks into X),2.5
metaphoricity,281,jouhou (information),X ga huttou-suru (X boils),2.5
metaphoricity,281,jouhou (information),X ni uku (Y floats on X),2.5
metaphoricity,281,jouhou (information),X ni hitasu (Y dips Z in X),2.5
metaphoricity,281,jouhou (information),X ga nizimu (X oozes),2.5
metaphoricity,281,jounetu (passion),X de susugu (Y rinses Z with X),2.5
metaphoricity,281,jounetu (passion),X wo siboridasu (Y squeezes X),2.5
metaphoricity,281,jounetu (passion),X wo kumitoru (Y scoops up X),2.5
metaphoricity,281,jounetu (passion),X ga huttou-suru (X boils),2.5
metaphoricity,281,jounetu (passion),X ni hitasu (Y dips Z in X),2.5
metaphoricity,281,jounetu (passion),X ga yodomu (X gets stagnant),2.5
metaphoricity,281,ai (love),X wo maku (Y scatters X),2.5
metaphoricity,281,ai (love),X wo makitirasu (Y sprinkles X),2.5
metaphoricity,281,ai (love),X ni hitasu (Y dips Z in X),2.5
metaphoricity,281,ai (love),X ga yodomu (X gets stagnant),2.5
metaphoricity,281,ai (love),X ga tamaru (X gets collected),2.5
metaphoricity,281,zouo (hatred),X ga simiru (X soaks into Y),2.5
metaphoricity,281,zouo (hatred),X ga ahureru (X overflows),2.5
metaphoricity,281,zouo (hatred),X ni oboreru (Y almost drowns in X),2.5
metaphoricity,281,jikan (time),X ga simiru (X soaks into Y),2.5
metaphoricity,281,jikan (time),X ga nagarederu (X flows out),2.5
metaphoricity,281,jikan (time),X ni hitaru (Y soaks in X),2.5
metaphoricity,281,jikan (time),X ni oboreru (Y almost drowns in X),2.5
metaphoricity,281,tanosisa (enjoyment),X wo kumitoru (Y scoops up X),2.5
metaphoricity,281,tanosisa (enjoyment),X ga huttou-suru (X boils),2.5
metaphoricity,281,kimoti (feeling),X wo susuru (Y sips X),2.5
metaphoricity,281,rikai (understanding),X ni uku (Y floats on X),2.5
metaphoricity,281,rikai (understanding),X ni tukaru (Y gets submerged in X),2.5
metaphoricity,281,suimin (sleep),X ga waku (X gushes out),2.5
metaphoricity,281,suna (sand),X ni uku (Y floats on X),2.5
metaphoricity,281,kuuki (air),X wo kumitoru (Y scoops up X),2.5
metaphoricity,281,kuuki (air),X wo abiseru (Y showers X),2.5
metaphoricity,281,kuuki (air),X ga uzumaku (X whirls),2.5
metaphoricity,281,kuuki (air),X ga sitataru (X drips),2.5
metaphoricity,281,zetubou (despair),X wo susuru (Y sips X),2.5
metaphoricity,281,zetubou (despair),X ni hitasu (Y dips Z in X),2.5
metaphoricity,281,syutisin (shame),X ga nagarederu (X flows out),2.5
metaphoricity,281,syutisin (shame),X ni tukaru (Y gets submerged in X),2.5
metaphoricity,281,kotoba (word),X ni sizumu (Y sinks into X),2.5
metaphoricity,281,kotoba (word),X ga uzumaku (X whirls),2.5
metaphoricity,281,kotoba (word),X ga tamaru (X gets collected),2.5
metaphoricity,281,kotoba (word),X ni oboreru (Y almost drowns in X),2.5
metaphoricity,281,kinsen (money),X ni sizumu (Y sinks into X),2.5
metaphoricity,281,kinsen (money),X ga nizimu (X oozes),2.5
metaphoricity,281,kinsen (money),X ga sitataru (X drips),2.5
metaphoricity,281,oto (sound),X wo sosogu (Y pours X),2.5
metaphoricity,281,oto (sound),X ni hitasu (Y dips Z in X),2.5
metaphoricity,372,neko (cat),X ga waku (X gushes out),2.4
metaphoricity,372,neko (cat),X wo nomu (Y drinks X),2.4
metaphoricity,372,nioi (smell),X ga nigoru (X gets cloudy),2.4
metaphoricity,372,huan (anxiety),X wo abiseru (Y showers X),2.4
metaphoricity,372,human (complaint),X ni sizumu (Y sinks into X),2.4
metaphoricity,372,human (complaint),X ga huttou-suru (X boils),2.4
metaphoricity,372,hikari (light),X wo susuru (Y sips X),2.4
metaphoricity,372,hikari (light),X wo tarasu (Y drops X),2.4
metaphoricity,372,hikari (light),X wo kumitoru (Y scoops up X),2.4
metaphoricity,372,hikari (light),X ga tamaru (X gets collected),2.4
metaphoricity,372,hikari (light),X ga ahureru (X overflows),2.4
metaphoricity,372,yuuki (bravery),X wo susuru (Y sips X),2.4
metaphoricity,372,yuuki (bravery),X wo siboridasu (Y squeezes X),2.4
metaphoricity,372,yuuki (bravery),X wo makitirasu (Y sprinkles X),2.4
metaphoricity,372,yuuki (bravery),X ni sizumu (Y sinks into X),2.4
metaphoricity,372,yuuki (bravery),X ga waku (X gushes out),2.4
metaphoricity,372,yuuki (bravery),X ga mitiru (X fills Y),2.4
metaphoricity,372,yuuki (bravery),X ni oboreru (Y almost drowns in X),2.4
metaphoricity,372,yorokobi (delight),X ga hotobasiru (X spurts),2.4
metaphoricity,372,yorokobi (delight),X wo makitirasu (Y sprinkles X),2.4
metaphoricity,372,yorokobi (delight),X ni oboreru (Y almost drowns in X),2.4
metaphoricity,372,yorokobi (delight),X ni tukaru (Y gets submerged in X),2.4
metaphoricity,372,koe (voice),X ga yodomu (X gets stagnant),2.4
metaphoricity,372,koe (voice),X ga mitiru (X fills Y),2.4
metaphoricity,372,koe (voice),X ni tukaru (Y gets submerged in X),2.4
metaphoricity,372,sitto (envy),X wo kumitoru (Y scoops up X),2.4
