metric,rank,noun,verb,average
comprehensibility,914,ito (intention),X ni hitaru (Y soaks in X),1.1
comprehensibility,914,ito (intention),X ni tukaru (Y gets submerged in X),1.1
comprehensibility,914,ai (love),X ga sumu (X gets clear),1.1
comprehensibility,914,zouo (hatred),X wo tarasu (Y drops X),1.1
comprehensibility,914,zouo (hatred),X ga nagareru (X flows),1.1
comprehensibility,914,doro (mud),X ga sumu (X gets clear),1.1
comprehensibility,914,rikai (understanding),X wo sosogu (Y pours X),1.1
comprehensibility,914,rikai (understanding),X ga yodomu (X gets stagnant),1.1
comprehensibility,914,rikai (understanding),X ga uzumaku (X whirls),1.1
comprehensibility,914,rikai (understanding),X ga nizimu (X oozes),1.1
comprehensibility,914,suimin (sleep),X ga tamaru (X gets collected),1.1
comprehensibility,914,suimin (sleep),X ga ahureru (X overflows),1.1
comprehensibility,914,suna (sand),X ni hitaru (Y soaks in X),1.1
comprehensibility,914,zetubou (despair),X ga simiru (X soaks into Y),1.1
comprehensibility,914,zetubou (despair),X ga koboreru (X spills out),1.1
comprehensibility,914,zetubou (despair),X wo susuru (Y sips X),1.1
comprehensibility,914,zetubou (despair),X wo maku (Y scatters X),1.1
comprehensibility,914,zetubou (despair),X wo sosogu (Y pours X),1.1
comprehensibility,914,zetubou (despair),X ga nagareru (X flows),1.1
comprehensibility,914,kotoba (word),X ni hitasu (Y dips Z in X),1.1
comprehensibility,914,kinsen (money),X ga yodomu (X gets stagnant),1.1
comprehensibility,914,kinsen (money),X ni tukaru (Y gets submerged in X),1.1
comprehensibility,914,kinsen (money),X ga nigoru (X gets cloudy),1.1
comprehensibility,914,oto (sound),X wo maku (Y scatters X),1.1
comprehensibility,914,oto (sound),X ga huttou-suru (X boils),1.1
comprehensibility,914,oto (sound),X ga tamaru (X gets collected),1.1
comprehensibility,974,ari (ant),X ni sizumu (Y sinks into X),1.0
comprehensibility,974,ari (ant),X ga nizimu (X oozes),1.0
comprehensibility,974,ari (ant),X ga moreru (X leaks),1.0
comprehensibility,974,neko (cat),X ga mitiru (X fills Y),1.0
comprehensibility,974,nioi (smell),X wo sosogu (Y pours X),1.0
comprehensibility,974,keeki (cake),X ga moreru (X leaks),1.0
comprehensibility,974,huan (anxiety),X wo susuru (Y sips X),1.0
comprehensibility,974,huan (anxiety),X wo tarasu (Y drops X),1.0
comprehensibility,974,human (complaint),X ni oboreru (Y almost drowns in X),1.0
comprehensibility,974,human (complaint),X ga sitataru (X drips),1.0
comprehensibility,974,roudou (labor),X ga hotobasiru (X spurts),1.0
comprehensibility,974,ansin (relief),X wo makitirasu (Y sprinkles X),1.0
comprehensibility,974,ansin (relief),X ga sitataru (X drips),1.0
comprehensibility,974,iwa (rock),X ga simiru (X soaks into Y),1.0
comprehensibility,974,iwa (rock),X ga hotobasiru (X spurts),1.0
comprehensibility,974,iwa (rock),X ni sizumu (Y sinks into X),1.0
comprehensibility,974,kairaku (pleasure),X ga moreru (X leaks),1.0
comprehensibility,974,kairaku (pleasure),X wo nomu (Y drinks X),1.0
comprehensibility,974,kyouhu (fear),X wo tarasu (Y drops X),1.0
comprehensibility,974,kyouhu (fear),X ga nagareru (X flows),1.0
comprehensibility,974,kanasimi (sorrow),X wo susuru (Y sips X),1.0
comprehensibility,974,kanasimi (sorrow),X ga nigoru (X gets cloudy),1.0
comprehensibility,974,jounetu (passion),X ni sizumu (Y sinks into X),1.0
comprehensibility,974,jounetu (passion),X wo nomu (Y drinks X),1.0
comprehensibility,974,ito (intention),X wo makitirasu (Y sprinkles X),1.0
comprehensibility,974,ai (love),X ga nagareru (X flows),1.0
comprehensibility,974,zouo (hatred),X ga simiru (X soaks into Y),1.0
comprehensibility,974,zouo (hatred),X wo susuru (Y sips X),1.0
comprehensibility,974,zouo (hatred),X ga sumu (X gets clear),1.0
comprehensibility,974,zouo (hatred),X wo nomu (Y drinks X),1.0
comprehensibility,974,tanosisa (enjoyment),X ga nagareru (X flows),1.0
comprehensibility,974,rikai (understanding),X ga moreru (X leaks),1.0
comprehensibility,974,suimin (sleep),X ga simiru (X soaks into Y),1.0
comprehensibility,974,suimin (sleep),X ga mitiru (X fills Y),1.0
comprehensibility,974,suna (sand),X wo susuru (Y sips X),1.0
comprehensibility,974,suna (sand),X ga nizimu (X oozes),1.0
comprehensibility,974,syutisin (shame),X wo siboridasu (Y squeezes X),1.0
comprehensibility,974,kotoba (word),X ga sitataru (X drips),1.0
comprehensibility,974,kinsen (money),X ga sitataru (X drips),1.0
comprehensibility,974,kinsen (money),X wo nomu (Y drinks X),1.0
comprehensibility,974,oto (sound),X de susugu (Y rinses Z with X),1.0
comprehensibility,974,oto (sound),X wo tarasu (Y drops X),1.0
comprehensibility,974,oto (sound),X ni uku (Y floats on X),1.0
comprehensibility,1017,neko (cat),X wo nomu (Y drinks X),0.9
comprehensibility,1017,nioi (smell),X wo tarasu (Y drops X),0.9
comprehensibility,1017,human (complaint),X wo kakeru (Y sprays X),0.9
comprehensibility,1017,human (complaint),X ni uku (Y floats on X),0.9
comprehensibility,1017,hikari (light),X ga huttou-suru (X boils),0.9
comprehensibility,1017,roudou (labor),X ga mitiru (X fills Y),0.9
comprehensibility,1017,yuuki (bravery),X ni sizumu (Y sinks into X),0.9
comprehensibility,1017,yuuki (bravery),X ga nigoru (X gets cloudy),0.9
comprehensibility,1017,yorokobi (delight),X wo kakeru (Y sprays X),0.9
comprehensibility,1017,koe (voice),X ni hitasu (Y dips Z in X),0.9
comprehensibility,1017,sitto (envy),X ga yodomu (X gets stagnant),0.9
comprehensibility,1017,ansin (relief),X wo kakeru (Y sprays X),0.9
comprehensibility,1017,ansin (relief),X ga nagareru (X flows),0.9
comprehensibility,1017,iwa (rock),X ga uzumaku (X whirls),0.9
comprehensibility,1017,iwa (rock),X wo nomu (Y drinks X),0.9
comprehensibility,1017,kibou (hope),X ga moreru (X leaks),0.9
comprehensibility,1017,kairaku (pleasure),X wo maku (Y scatters X),0.9
comprehensibility,1017,ikari (anger),X ni uku (Y floats on X),0.9
comprehensibility,1017,ikari (anger),X ga yodomu (X gets stagnant),0.9
comprehensibility,1017,ikari (anger),X ga nigoru (X gets cloudy),0.9
comprehensibility,1017,kyouhu (fear),X ga yodomu (X gets stagnant),0.9
comprehensibility,1017,kanasimi (sorrow),X wo tarasu (Y drops X),0.9
comprehensibility,1017,jouhou (information),X ga sumu (X gets clear),0.9
comprehensibility,1017,jounetu (passion),X ni uku (Y floats on X),0.9
comprehensibility,1017,ito (intention),X ni hitasu (Y dips Z in X),0.9
comprehensibility,1017,ito (intention),X ga tamaru (X gets collected),0.9
comprehensibility,1017,ito (intention),X ga sitataru (X drips),0.9
comprehensibility,1017,ai (love),X wo susuru (Y sips X),0.9
comprehensibility,1017,jikan (time),X ga simiru (X soaks into Y),0.9
comprehensibility,1017,jikan (time),X wo abiseru (Y showers X),0.9
comprehensibility,1017,jikan (time),X ni hitasu (Y dips Z in X),0.9
comprehensibility,1017,jikan (time),X ga yodomu (X gets stagnant),0.9
comprehensibility,1017,tanosisa (enjoyment),X wo nomu (Y drinks X),0.9
comprehensibility,1017,rikai (understanding),X ga simiru (X soaks into Y),0.9
comprehensibility,1017,suimin (sleep),X ga koboreru (X spills out),0.9
comprehensibility,1017,suimin (sleep),X ga yodomu (X gets stagnant),0.9
comprehensibility,1017,suimin (sleep),X ga moreru (X leaks),0.9
comprehensibility,1017,zetubou (despair),X ni uku (Y floats on X),0.9
comprehensibility,1017,zetubou (despair),X ga moreru (X leaks),0.9
comprehensibility,1017,syutisin (shame),X ga nigoru (X gets cloudy),0.9
comprehensibility,1017,kotoba (word),X ni uku (Y floats on X),0.9
comprehensibility,1017,kinsen (money),X ga simiru (X soaks into Y),0.9
comprehensibility,1017,oto (sound),X ni hitasu (Y dips Z in X),0.9
comprehensibility,1060,ari (ant),X ni uku (Y floats on X),0.8
comprehensibility,1060,ari (ant),X wo abiseru (Y showers X),0.8
comprehensibility,1060,ari (ant),X ga sumu (X gets clear),0.8
comprehensibility,1060,neko (cat),X ga simiru (X soaks into Y),0.8
comprehensibility,1060,neko (cat),X ga koboreru (X spills out),0.8
comprehensibility,1060,keeki (cake),X ga hotobasiru (X spurts),0.8
comprehensibility,1060,keeki (cake),X wo abiseru (Y showers X),0.8
comprehensibility,1060,huan (anxiety),X ga nigoru (X gets cloudy),0.8
comprehensibility,1060,hikari (light),X wo maku (Y scatters X),0.8
comprehensibility,1060,hikari (light),X wo kumitoru (Y scoops up X),0.8
comprehensibility,1060,roudou (labor),X ga nagarederu (X flows out),0.8
comprehensibility,1060,yuuki (bravery),X ni hitasu (Y dips Z in X),0.8
comprehensibility,1060,yuuki (bravery),X ga moreru (X leaks),0.8
comprehensibility,1060,yorokobi (delight),X ga nagareru (X flows),0.8
comprehensibility,1060,iwa (rock),X ga waku (X gushes out),0.8
comprehensibility,1060,iwa (rock),X ga ahureru (X overflows),0.8
comprehensibility,1060,kibou (hope),X wo tarasu (Y drops X),0.8
comprehensibility,1060,kibou (hope),X ga nigoru (X gets cloudy),0.8
comprehensibility,1060,ikari (anger),X wo kakeru (Y sprays X),0.8
comprehensibility,1060,kyouhu (fear),X ga sumu (X gets clear),0.8
comprehensibility,1060,kanasimi (sorrow),X ga sumu (X gets clear),0.8
comprehensibility,1060,jouhou (information),X de susugu (Y rinses Z with X),0.8
comprehensibility,1060,jounetu (passion),X wo tarasu (Y drops X),0.8
comprehensibility,1060,jounetu (passion),X ga sitataru (X drips),0.8
comprehensibility,1060,jounetu (passion),X ga sumu (X gets clear),0.8
comprehensibility,1060,zouo (hatred),X ga nigoru (X gets cloudy),0.8
comprehensibility,1060,jikan (time),X ga hotobasiru (X spurts),0.8
comprehensibility,1060,jikan (time),X wo makitirasu (Y sprinkles X),0.8
comprehensibility,1060,jikan (time),X ga sumu (X gets clear),0.8
comprehensibility,1060,tanosisa (enjoyment),X wo susuru (Y sips X),0.8
comprehensibility,1060,kimoti (feeling),X de susugu (Y rinses Z with X),0.8
comprehensibility,1060,rikai (understanding),X wo maku (Y scatters X),0.8
comprehensibility,1060,rikai (understanding),X ga nagareru (X flows),0.8
comprehensibility,1060,suimin (sleep),X wo maku (Y scatters X),0.8
comprehensibility,1060,suimin (sleep),X wo kumitoru (Y scoops up X),0.8
comprehensibility,1060,suimin (sleep),X ni sizumu (Y sinks into X),0.8
comprehensibility,1060,suimin (sleep),X ga waku (X gushes out),0.8
comprehensibility,1060,kuuki (air),X wo susuru (Y sips X),0.8
comprehensibility,1060,zetubou (despair),X wo nomu (Y drinks X),0.8
comprehensibility,1060,syutisin (shame),X wo susuru (Y sips X),0.8
comprehensibility,1060,syutisin (shame),X wo maku (Y scatters X),0.8
comprehensibility,1060,syutisin (shame),X wo sosogu (Y pours X),0.8
comprehensibility,1060,syutisin (shame),X ga sumu (X gets clear),0.8
comprehensibility,1103,ari (ant),X wo susuru (Y sips X),0.7
comprehensibility,1103,ari (ant),X wo siboridasu (Y squeezes X),0.7
comprehensibility,1103,ari (ant),X wo sosogu (Y pours X),0.7
comprehensibility,1103,nioi (smell),X de susugu (Y rinses Z with X),0.7
comprehensibility,1103,keeki (cake),X ni sizumu (Y sinks into X),0.7
comprehensibility,1103,keeki (cake),X ga nizimu (X oozes),0.7
comprehensibility,1103,hikari (light),X wo susuru (Y sips X),0.7
comprehensibility,1103,roudou (labor),X wo kakeru (Y sprays X),0.7
comprehensibility,1103,roudou (labor),X ga sumu (X gets clear),0.7
comprehensibility,1103,yuuki (bravery),X ga uzumaku (X whirls),0.7
comprehensibility,1103,yorokobi (delight),X ni sizumu (Y sinks into X),0.7
comprehensibility,1103,koe (voice),X wo tarasu (Y drops X),0.7
comprehensibility,1103,sitto (envy),X wo kakeru (Y sprays X),0.7
comprehensibility,1103,sitto (envy),X ni uku (Y floats on X),0.7
comprehensibility,1103,sitto (envy),X ni hitasu (Y dips Z in X),0.7
comprehensibility,1103,sitto (envy),X ga sumu (X gets clear),0.7
comprehensibility,1103,ansin (relief),X wo tarasu (Y drops X),0.7
comprehensibility,1103,ansin (relief),X ni uku (Y floats on X),0.7
comprehensibility,1103,iwa (rock),X ni uku (Y floats on X),0.7
comprehensibility,1103,iwa (rock),X ni hitasu (Y dips Z in X),0.7
comprehensibility,1103,iwa (rock),X ni hitaru (Y soaks in X),0.7
comprehensibility,1103,iwa (rock),X ga moreru (X leaks),0.7
comprehensibility,1103,kibou (hope),X ga simiru (X soaks into Y),0.7
comprehensibility,1103,kairaku (pleasure),X ga yodomu (X gets stagnant),0.7
comprehensibility,1103,kairaku (pleasure),X ga sitataru (X drips),0.7
comprehensibility,1103,kairaku (pleasure),X ga sumu (X gets clear),0.7
comprehensibility,1103,ikari (anger),X ga sumu (X gets clear),0.7
comprehensibility,1103,kyouhu (fear),X de susugu (Y rinses Z with X),0.7
comprehensibility,1103,kyouhu (fear),X wo susuru (Y sips X),0.7
comprehensibility,1103,kyouhu (fear),X ni uku (Y floats on X),0.7
comprehensibility,1103,jounetu (passion),X wo susuru (Y sips X),0.7
comprehensibility,1103,ito (intention),X wo kakeru (Y sprays X),0.7
comprehensibility,1103,ito (intention),X wo tarasu (Y drops X),0.7
comprehensibility,1103,ito (intention),X ga nagareru (X flows),0.7
comprehensibility,1103,ai (love),X ni uku (Y floats on X),0.7
comprehensibility,1103,ai (love),X wo nomu (Y drinks X),0.7
comprehensibility,1103,kanjou (emotion),X wo susuru (Y sips X),0.7
comprehensibility,1103,zouo (hatred),X wo kakeru (Y sprays X),0.7
comprehensibility,1103,jikan (time),X ni sizumu (Y sinks into X),0.7
comprehensibility,1103,tanosisa (enjoyment),X wo tarasu (Y drops X),0.7
comprehensibility,1103,kimoti (feeling),X wo maku (Y scatters X),0.7
comprehensibility,1103,kimoti (feeling),X ni hitasu (Y dips Z in X),0.7
comprehensibility,1103,doro (mud),X ga mitiru (X fills Y),0.7
comprehensibility,1103,rikai (understanding),X wo abiseru (Y showers X),0.7
comprehensibility,1103,rikai (understanding),X ga sitataru (X drips),0.7
comprehensibility,1103,rikai (understanding),X ga nigoru (X gets cloudy),0.7
comprehensibility,1103,rikai (understanding),X wo nomu (Y drinks X),0.7
comprehensibility,1103,suimin (sleep),X wo makitirasu (Y sprinkles X),0.7
comprehensibility,1103,suimin (sleep),X wo abiseru (Y showers X),0.7
comprehensibility,1103,suimin (sleep),X ga sumu (X gets clear),0.7
comprehensibility,1103,suimin (sleep),X ga nigoru (X gets cloudy),0.7
comprehensibility,1103,suna (sand),X ni uku (Y floats on X),0.7
comprehensibility,1103,zetubou (despair),X ni hitasu (Y dips Z in X),0.7
comprehensibility,1103,syutisin (shame),X ni uku (Y floats on X),0.7
comprehensibility,1103,syutisin (shame),X ga yodomu (X gets stagnant),0.7
comprehensibility,1103,kinsen (money),X ga hotobasiru (X spurts),0.7
comprehensibility,1103,kinsen (money),X wo tarasu (Y drops X),0.7
comprehensibility,1160,ari (ant),X de susugu (Y rinses Z with X),0.6
comprehensibility,1160,ari (ant),X wo kakeru (Y sprays X),0.6
comprehensibility,1160,neko (cat),X wo maku (Y scatters X),0.6
comprehensibility,1160,keeki (cake),X wo tarasu (Y drops X),0.6
comprehensibility,1160,keeki (cake),X ni hitaru (Y soaks in X),0.6
comprehensibility,1160,keeki (cake),X ga sitataru (X drips),0.6
comprehensibility,1160,human (complaint),X de susugu (Y rinses Z with X),0.6
comprehensibility,1160,hikari (light),X de susugu (Y rinses Z with X),0.6
comprehensibility,1160,hikari (light),X ni uku (Y floats on X),0.6
comprehensibility,1160,roudou (labor),X ga koboreru (X spills out),0.6
comprehensibility,1160,roudou (labor),X ga huttou-suru (X boils),0.6
comprehensibility,1160,roudou (labor),X wo abiseru (Y showers X),0.6
comprehensibility,1160,roudou (labor),X ni hitasu (Y dips Z in X),0.6
comprehensibility,1160,roudou (labor),X ga uzumaku (X whirls),0.6
comprehensibility,1160,roudou (labor),X ga moreru (X leaks),0.6
comprehensibility,1160,yuuki (bravery),X wo susuru (Y sips X),0.6
comprehensibility,1160,yuuki (bravery),X ga sumu (X gets clear),0.6
comprehensibility,1160,yorokobi (delight),X wo susuru (Y sips X),0.6
comprehensibility,1160,yorokobi (delight),X wo nomu (Y drinks X),0.6
comprehensibility,1160,koe (voice),X wo susuru (Y sips X),0.6
comprehensibility,1160,koe (voice),X ni uku (Y floats on X),0.6
comprehensibility,1160,sitto (envy),X de susugu (Y rinses Z with X),0.6
comprehensibility,1160,ansin (relief),X ga huttou-suru (X boils),0.6
comprehensibility,1160,iwa (rock),X wo siboridasu (Y squeezes X),0.6
comprehensibility,1160,iwa (rock),X ga mitiru (X fills Y),0.6
comprehensibility,1160,iwa (rock),X ni oboreru (Y almost drowns in X),0.6
comprehensibility,1160,iwa (rock),X ga sumu (X gets clear),0.6
comprehensibility,1160,kibou (hope),X wo susuru (Y sips X),0.6
comprehensibility,1160,kairaku (pleasure),X wo tarasu (Y drops X),0.6
comprehensibility,1160,kyouhu (fear),X wo nomu (Y drinks X),0.6
comprehensibility,1160,jouhou (information),X wo susuru (Y sips X),0.6
comprehensibility,1160,jounetu (passion),X de susugu (Y rinses Z with X),0.6
comprehensibility,1160,ito (intention),X ga huttou-suru (X boils),0.6
comprehensibility,1160,ai (love),X wo tarasu (Y drops X),0.6
comprehensibility,1160,jikan (time),X ga nizimu (X oozes),0.6
comprehensibility,1160,rikai (understanding),X ga tamaru (X gets collected),0.6
comprehensibility,1160,rikai (understanding),X ni tukaru (Y gets submerged in X),0.6
comprehensibility,1160,suimin (sleep),X wo sosogu (Y pours X),0.6
comprehensibility,1160,zetubou (despair),X wo kakeru (Y sprays X),0.6
comprehensibility,1160,zetubou (despair),X wo tarasu (Y drops X),0.6
comprehensibility,1160,zetubou (despair),X wo siboridasu (Y squeezes X),0.6
comprehensibility,1160,syutisin (shame),X de susugu (Y rinses Z with X),0.6
comprehensibility,1160,kinsen (money),X ga huttou-suru (X boils),0.6
comprehensibility,1160,kinsen (money),X ni uku (Y floats on X),0.6
comprehensibility,1204,ari (ant),X ga sitataru (X drips),0.5
comprehensibility,1204,neko (cat),X wo tarasu (Y drops X),0.5
comprehensibility,1204,neko (cat),X ga nagareru (X flows),0.5
comprehensibility,1204,neko (cat),X ga nagarederu (X flows out),0.5
comprehensibility,1204,keeki (cake),X ga uzumaku (X whirls),0.5
comprehensibility,1204,keeki (cake),X ga waku (X gushes out),0.5
comprehensibility,1204,huan (anxiety),X ni uku (Y floats on X),0.5
comprehensibility,1204,human (complaint),X wo susuru (Y sips X),0.5
comprehensibility,1204,hikari (light),X wo nomu (Y drinks X),0.5
comprehensibility,1204,roudou (labor),X ga nagareru (X flows),0.5
comprehensibility,1204,roudou (labor),X ga yodomu (X gets stagnant),0.5
comprehensibility,1204,yuuki (bravery),X de susugu (Y rinses Z with X),0.5
comprehensibility,1204,yuuki (bravery),X wo tarasu (Y drops X),0.5
comprehensibility,1204,yuuki (bravery),X ga nagareru (X flows),0.5
comprehensibility,1204,koe (voice),X de susugu (Y rinses Z with X),0.5
comprehensibility,1204,ansin (relief),X wo susuru (Y sips X),0.5
comprehensibility,1204,iwa (rock),X ga yodomu (X gets stagnant),0.5
comprehensibility,1204,iwa (rock),X ga nizimu (X oozes),0.5
comprehensibility,1204,iwa (rock),X ga nigoru (X gets cloudy),0.5
comprehensibility,1204,kairaku (pleasure),X de susugu (Y rinses Z with X),0.5
comprehensibility,1204,kairaku (pleasure),X ga nigoru (X gets cloudy),0.5
comprehensibility,1204,ikari (anger),X wo tarasu (Y drops X),0.5
comprehensibility,1204,kyouhu (fear),X wo kakeru (Y sprays X),0.5
comprehensibility,1204,kyouhu (fear),X ga nigoru (X gets cloudy),0.5
comprehensibility,1204,kanasimi (sorrow),X de susugu (Y rinses Z with X),0.5
comprehensibility,1204,jouhou (information),X wo kakeru (Y sprays X),0.5
comprehensibility,1204,ito (intention),X de susugu (Y rinses Z with X),0.5
comprehensibility,1204,ito (intention),X ni uku (Y floats on X),0.5
comprehensibility,1204,zouo (hatred),X ni uku (Y floats on X),0.5
comprehensibility,1204,jikan (time),X ga sitataru (X drips),0.5
comprehensibility,1204,tanosisa (enjoyment),X ni sizumu (Y sinks into X),0.5
comprehensibility,1204,rikai (understanding),X wo makitirasu (Y sprinkles X),0.5
comprehensibility,1204,rikai (understanding),X ga huttou-suru (X boils),0.5
comprehensibility,1204,rikai (understanding),X ga sumu (X gets clear),0.5
comprehensibility,1204,kuuki (air),X wo tarasu (Y drops X),0.5
comprehensibility,1204,zetubou (despair),X de susugu (Y rinses Z with X),0.5
comprehensibility,1204,kinsen (money),X de susugu (Y rinses Z with X),0.5
comprehensibility,1241,ari (ant),X ga huttou-suru (X boils),0.4
comprehensibility,1241,ari (ant),X ni hitasu (Y dips Z in X),0.4
comprehensibility,1241,ari (ant),X ni hitaru (Y soaks in X),0.4
comprehensibility,1241,ari (ant),X ga mitiru (X fills Y),0.4
comprehensibility,1241,ari (ant),X ga nigoru (X gets cloudy),0.4
comprehensibility,1241,neko (cat),X wo kakeru (Y sprays X),0.4
comprehensibility,1241,neko (cat),X ga hotobasiru (X spurts),0.4
comprehensibility,1241,neko (cat),X wo susuru (Y sips X),0.4
comprehensibility,1241,neko (cat),X wo makitirasu (Y sprinkles X),0.4
comprehensibility,1241,neko (cat),X wo kumitoru (Y scoops up X),0.4
comprehensibility,1241,neko (cat),X wo abiseru (Y showers X),0.4
comprehensibility,1241,neko (cat),X ni hitasu (Y dips Z in X),0.4
comprehensibility,1241,neko (cat),X ga moreru (X leaks),0.4
comprehensibility,1241,keeki (cake),X ga nagarederu (X flows out),0.4
comprehensibility,1241,keeki (cake),X ga nigoru (X gets cloudy),0.4
comprehensibility,1241,huan (anxiety),X de susugu (Y rinses Z with X),0.4
comprehensibility,1241,roudou (labor),X wo makitirasu (Y sprinkles X),0.4
comprehensibility,1241,roudou (labor),X ga nigoru (X gets cloudy),0.4
comprehensibility,1241,sitto (envy),X ga nigoru (X gets cloudy),0.4
comprehensibility,1241,ansin (relief),X ga sumu (X gets clear),0.4
comprehensibility,1241,ansin (relief),X wo nomu (Y drinks X),0.4
comprehensibility,1241,iwa (rock),X ga huttou-suru (X boils),0.4
comprehensibility,1241,iwa (rock),X wo sosogu (Y pours X),0.4
comprehensibility,1241,ikari (anger),X de susugu (Y rinses Z with X),0.4
comprehensibility,1241,ikari (anger),X ni hitasu (Y dips Z in X),0.4
comprehensibility,1241,kanasimi (sorrow),X wo maku (Y scatters X),0.4
comprehensibility,1241,ito (intention),X wo susuru (Y sips X),0.4
comprehensibility,1241,kanjou (emotion),X de susugu (Y rinses Z with X),0.4
comprehensibility,1241,jikan (time),X ga huttou-suru (X boils),0.4
comprehensibility,1241,jikan (time),X ni uku (Y floats on X),0.4
comprehensibility,1241,jikan (time),X ga nigoru (X gets cloudy),0.4
comprehensibility,1241,tanosisa (enjoyment),X de susugu (Y rinses Z with X),0.4
comprehensibility,1241,kimoti (feeling),X wo tarasu (Y drops X),0.4
comprehensibility,1241,rikai (understanding),X de susugu (Y rinses Z with X),0.4
comprehensibility,1241,rikai (understanding),X ni sizumu (Y sinks into X),0.4
comprehensibility,1241,rikai (understanding),X ni uku (Y floats on X),0.4
comprehensibility,1241,rikai (understanding),X ni hitasu (Y dips Z in X),0.4
comprehensibility,1241,suimin (sleep),X wo kakeru (Y sprays X),0.4
comprehensibility,1241,suimin (sleep),X wo susuru (Y sips X),0.4
comprehensibility,1241,suimin (sleep),X wo siboridasu (Y squeezes X),0.4
comprehensibility,1241,suimin (sleep),X ga huttou-suru (X boils),0.4
comprehensibility,1241,suimin (sleep),X wo nomu (Y drinks X),0.4
comprehensibility,1241,kuuki (air),X wo kakeru (Y sprays X),0.4
comprehensibility,1241,kuuki (air),X ga hotobasiru (X spurts),0.4
comprehensibility,1241,kuuki (air),X ga sitataru (X drips),0.4
comprehensibility,1241,zetubou (despair),X ga nigoru (X gets cloudy),0.4
comprehensibility,1241,syutisin (shame),X wo kakeru (Y sprays X),0.4
comprehensibility,1241,syutisin (shame),X ga nagareru (X flows),0.4
comprehensibility,1241,kotoba (word),X de susugu (Y rinses Z with X),0.4
comprehensibility,1241,kotoba (word),X wo susuru (Y sips X),0.4
comprehensibility,1241,kotoba (word),X ga huttou-suru (X boils),0.4
comprehensibility,1292,ari (ant),X ga hotobasiru (X spurts),0.3
comprehensibility,1292,ari (ant),X ga yodomu (X gets stagnant),0.3
comprehensibility,1292,neko (cat),X ni sizumu (Y sinks into X),0.3
comprehensibility,1292,neko (cat),X ga huttou-suru (X boils),0.3
comprehensibility,1292,neko (cat),X ga yodomu (X gets stagnant),0.3
comprehensibility,1292,neko (cat),X ga sitataru (X drips),0.3
comprehensibility,1292,nioi (smell),X ni uku (Y floats on X),0.3
comprehensibility,1292,keeki (cake),X ga simiru (X soaks into Y),0.3
comprehensibility,1292,keeki (cake),X ga huttou-suru (X boils),0.3
comprehensibility,1292,keeki (cake),X ga yodomu (X gets stagnant),0.3
comprehensibility,1292,roudou (labor),X wo susuru (Y sips X),0.3
comprehensibility,1292,roudou (labor),X ni uku (Y floats on X),0.3
comprehensibility,1292,sitto (envy),X wo nomu (Y drinks X),0.3
comprehensibility,1292,ansin (relief),X de susugu (Y rinses Z with X),0.3
comprehensibility,1292,iwa (rock),X wo kumitoru (Y scoops up X),0.3
comprehensibility,1292,kibou (hope),X de susugu (Y rinses Z with X),0.3
comprehensibility,1292,kibou (hope),X ni hitasu (Y dips Z in X),0.3
comprehensibility,1292,kairaku (pleasure),X wo kakeru (Y sprays X),0.3
comprehensibility,1292,jikan (time),X wo susuru (Y sips X),0.3
comprehensibility,1292,jikan (time),X wo maku (Y scatters X),0.3
comprehensibility,1292,tanosisa (enjoyment),X wo kakeru (Y sprays X),0.3
comprehensibility,1292,rikai (understanding),X wo kakeru (Y sprays X),0.3
comprehensibility,1292,suimin (sleep),X ga hotobasiru (X spurts),0.3
comprehensibility,1292,suimin (sleep),X wo tarasu (Y drops X),0.3
comprehensibility,1292,suimin (sleep),X ga nagareru (X flows),0.3
comprehensibility,1292,suimin (sleep),X ni hitasu (Y dips Z in X),0.3
comprehensibility,1292,suimin (sleep),X ga uzumaku (X whirls),0.3
comprehensibility,1292,suna (sand),X ga huttou-suru (X boils),0.3
comprehensibility,1292,zetubou (despair),X ga yodomu (X gets stagnant),0.3
comprehensibility,1292,oto (sound),X wo nomu (Y drinks X),0.3
comprehensibility,1322,neko (cat),X de susugu (Y rinses Z with X),0.2
comprehensibility,1322,neko (cat),X ni uku (Y floats on X),0.2
comprehensibility,1322,neko (cat),X ga nizimu (X oozes),0.2
comprehensibility,1322,neko (cat),X ni tukaru (Y gets submerged in X),0.2
comprehensibility,1322,keeki (cake),X de susugu (Y rinses Z with X),0.2
comprehensibility,1322,keeki (cake),X wo kumitoru (Y scoops up X),0.2
comprehensibility,1322,keeki (cake),X ni uku (Y floats on X),0.2
comprehensibility,1322,keeki (cake),X ga mitiru (X fills Y),0.2
comprehensibility,1322,roudou (labor),X de susugu (Y rinses Z with X),0.2
comprehensibility,1322,yorokobi (delight),X de susugu (Y rinses Z with X),0.2
comprehensibility,1322,sitto (envy),X wo susuru (Y sips X),0.2
comprehensibility,1322,iwa (rock),X de susugu (Y rinses Z with X),0.2
comprehensibility,1322,kanasimi (sorrow),X wo kakeru (Y sprays X),0.2
comprehensibility,1322,ai (love),X de susugu (Y rinses Z with X),0.2
comprehensibility,1322,jikan (time),X de susugu (Y rinses Z with X),0.2
comprehensibility,1322,jikan (time),X wo tarasu (Y drops X),0.2
comprehensibility,1322,jikan (time),X wo nomu (Y drinks X),0.2
comprehensibility,1322,rikai (understanding),X wo tarasu (Y drops X),0.2
comprehensibility,1322,suimin (sleep),X ga sitataru (X drips),0.2
