noun,verb,metric,mean
kanjou (emotion),X wo abiseru (Y showers X),novelty,2.3000000000000000
huan (anxiety),X ni tukaru (Y gets submerged in X),comprehensibility,2.0000000000000000
mizu (water),X wo kumitoru (Y scoops up X),novelty,0.20000000000000000000
zouo (hatred),X ga simiru (X soaks into Y),novelty,3.3000000000000000
kinsen (money),X ni sizumu (Y sinks into X),novelty,2.8000000000000000
yuuki (bravery),X ni oboreru (Y almost drowns in X),metaphoricity,2.4000000000000000
kanasimi (sorrow),X wo susuru (Y sips X),metaphoricity,1.8000000000000000
kibou (hope),X ga mitiru (X fills Y),novelty,0.70000000000000000000
oto (sound),X wo sosogu (Y pours X),metaphoricity,2.5000000000000000
mizu (water),X wo nomu (Y drinks X),comprehensibility,4.0000000000000000
suimin (sleep),X wo kakeru (Y sprays X),novelty,3.6000000000000000
neko (cat),X wo maku (Y scatters X),comprehensibility,0.60000000000000000000
kyouhu (fear),X wo nomu (Y drinks X),metaphoricity,1.3000000000000000
sitto (envy),X ga uzumaku (X whirls),novelty,1.6000000000000000
kinsen (money),X ga yodomu (X gets stagnant),novelty,3.4000000000000000
keeki (cake),X wo kumitoru (Y scoops up X),metaphoricity,0.90000000000000000000
kinsen (money),X ni hitasu (Y dips Z in X),metaphoricity,1.7000000000000000
ansin (relief),X wo abiseru (Y showers X),novelty,3.8000000000000000
iwa (rock),X ga sumu (X gets clear),comprehensibility,0.60000000000000000000
ai (love),X ga nizimu (X oozes),novelty,2.3000000000000000
jounetu (passion),X wo susuru (Y sips X),comprehensibility,0.70000000000000000000
tanosisa (enjoyment),X ga tamaru (X gets collected),novelty,3.1000000000000000
suimin (sleep),X ga yodomu (X gets stagnant),novelty,3.0000000000000000
kotoba (word),X ni hitaru (Y soaks in X),novelty,1.8000000000000000
ito (intention),X ni hitasu (Y dips Z in X),comprehensibility,0.90000000000000000000
jikan (time),X ga nizimu (X oozes),comprehensibility,0.60000000000000000000
suimin (sleep),X ni hitasu (Y dips Z in X),metaphoricity,2.1000000000000000
hikari (light),X wo kumitoru (Y scoops up X),metaphoricity,2.4000000000000000
kimoti (feeling),X ga sumu (X gets clear),novelty,2.7000000000000000
suimin (sleep),X ni sizumu (Y sinks into X),novelty,3.8000000000000000
kimoti (feeling),X ni tukaru (Y gets submerged in X),metaphoricity,1.8000000000000000
nioi (smell),X ga moreru (X leaks),comprehensibility,3.5000000000000000
kuuki (air),X wo makitirasu (Y sprinkles X),novelty,1.7000000000000000
kyouhu (fear),X ga nagareru (X flows),novelty,3.3000000000000000
yorokobi (delight),X ni tukaru (Y gets submerged in X),novelty,2.0000000000000000
yorokobi (delight),X ga sumu (X gets clear),metaphoricity,2.7000000000000000
tanosisa (enjoyment),X wo siboridasu (Y squeezes X),metaphoricity,2.1000000000000000
jouhou (information),X ga waku (X gushes out),novelty,2.7000000000000000
kinsen (money),X wo kakeru (Y sprays X),novelty,1.00000000000000000000
kairaku (pleasure),X ni oboreru (Y almost drowns in X),novelty,0.40000000000000000000
human (complaint),X ga sumu (X gets clear),comprehensibility,1.3000000000000000
hikari (light),X ga yodomu (X gets stagnant),comprehensibility,2.8000000000000000
ai (love),X wo siboridasu (Y squeezes X),metaphoricity,2.4000000000000000
kotoba (word),X ga mitiru (X fills Y),comprehensibility,2.2000000000000000
oto (sound),X ga ahureru (X overflows),comprehensibility,3.3000000000000000
zetubou (despair),X ni hitaru (Y soaks in X),metaphoricity,1.9000000000000000
syutisin (shame),X ni oboreru (Y almost drowns in X),novelty,2.8000000000000000
ito (intention),X wo kumitoru (Y scoops up X),novelty,0.30000000000000000000
keeki (cake),X wo kakeru (Y sprays X),comprehensibility,1.1000000000000000
hikari (light),X ni sizumu (Y sinks into X),comprehensibility,1.4000000000000000
jouhou (information),X wo nomu (Y drinks X),metaphoricity,2.0000000000000000
ikari (anger),X wo abiseru (Y showers X),novelty,1.6000000000000000
jikan (time),X ga tamaru (X gets collected),comprehensibility,1.7000000000000000
sitto (envy),X ga sitataru (X drips),comprehensibility,1.7000000000000000
neko (cat),X ga huttou-suru (X boils),comprehensibility,0.30000000000000000000
kanjou (emotion),X ni oboreru (Y almost drowns in X),comprehensibility,3.6000000000000000
abura (oil),X wo abiseru (Y showers X),metaphoricity,2.7000000000000000
tanosisa (enjoyment),X ga nizimu (X oozes),novelty,1.9000000000000000
ai (love),X ga tamaru (X gets collected),novelty,2.7000000000000000
roudou (labor),X ga sumu (X gets clear),novelty,3.1000000000000000
roudou (labor),X ni tukaru (Y gets submerged in X),metaphoricity,1.8000000000000000
kibou (hope),X ni hitaru (Y soaks in X),comprehensibility,2.2000000000000000
kanasimi (sorrow),X de susugu (Y rinses Z with X),comprehensibility,0.50000000000000000000
keeki (cake),X ni sizumu (Y sinks into X),comprehensibility,0.70000000000000000000
hikari (light),X wo kakeru (Y sprays X),comprehensibility,1.2000000000000000
koe (voice),X ni tukaru (Y gets submerged in X),metaphoricity,2.4000000000000000
doro (mud),X ga simiru (X soaks into Y),novelty,2.9000000000000000
koe (voice),X ga sumu (X gets clear),novelty,1.6000000000000000
jounetu (passion),X de susugu (Y rinses Z with X),metaphoricity,2.5000000000000000
jouhou (information),X ga nagareru (X flows),novelty,0.80000000000000000000
suna (sand),X wo makitirasu (Y sprinkles X),comprehensibility,3.9000000000000000
kyouhu (fear),X ga waku (X gushes out),novelty,0.70000000000000000000
keeki (cake),X ga yodomu (X gets stagnant),comprehensibility,0.30000000000000000000
ansin (relief),X ni oboreru (Y almost drowns in X),comprehensibility,2.0000000000000000
kotoba (word),X ni uku (Y floats on X),metaphoricity,1.8000000000000000
roudou (labor),X wo makitirasu (Y sprinkles X),novelty,3.6000000000000000
keeki (cake),X ga waku (X gushes out),comprehensibility,0.50000000000000000000
kinsen (money),X wo nomu (Y drinks X),metaphoricity,3.0000000000000000
kyouhu (fear),X ga yodomu (X gets stagnant),novelty,3.6000000000000000
kyouhu (fear),X ni hitasu (Y dips Z in X),metaphoricity,2.4000000000000000
suimin (sleep),X ga nagareru (X flows),novelty,3.9000000000000000
tanosisa (enjoyment),X ga sitataru (X drips),comprehensibility,1.8000000000000000
doro (mud),X wo maku (Y scatters X),novelty,2.1000000000000000
mizu (water),X ni hitasu (Y dips Z in X),comprehensibility,3.7000000000000000
suna (sand),X ga sumu (X gets clear),comprehensibility,1.2000000000000000
sitto (envy),X ga nizimu (X oozes),novelty,1.8000000000000000
zouo (hatred),X ga huttou-suru (X boils),novelty,2.9000000000000000
zouo (hatred),X ga moreru (X leaks),metaphoricity,1.8000000000000000
kyouhu (fear),X ni sizumu (Y sinks into X),novelty,1.9000000000000000
ai (love),X ga uzumaku (X whirls),novelty,2.0000000000000000
koe (voice),X wo makitirasu (Y sprinkles X),novelty,2.0000000000000000
jikan (time),X ga uzumaku (X whirls),comprehensibility,1.2000000000000000
kinsen (money),X ga nagareru (X flows),novelty,2.3000000000000000
kyouhu (fear),X wo kakeru (Y sprays X),novelty,3.7000000000000000
zetubou (despair),X ga koboreru (X spills out),novelty,3.3000000000000000
human (complaint),X wo makitirasu (Y sprinkles X),comprehensibility,3.9000000000000000
nioi (smell),X ga hotobasiru (X spurts),novelty,2.5000000000000000
hikari (light),X ga waku (X gushes out),comprehensibility,2.0000000000000000
rikai (understanding),X wo susuru (Y sips X),comprehensibility,0.10000000000000000000
suimin (sleep),X wo nomu (Y drinks X),metaphoricity,1.7000000000000000
ito (intention),X wo nomu (Y drinks X),comprehensibility,1.8000000000000000
jikan (time),X wo abiseru (Y showers X),comprehensibility,0.90000000000000000000
oto (sound),X ni hitasu (Y dips Z in X),metaphoricity,2.5000000000000000
huan (anxiety),X de susugu (Y rinses Z with X),novelty,3.4000000000000000
suna (sand),X wo susuru (Y sips X),comprehensibility,1.00000000000000000000
kairaku (pleasure),X ga sitataru (X drips),novelty,3.6000000000000000
oto (sound),X ga yodomu (X gets stagnant),novelty,1.8000000000000000
ikari (anger),X ga tamaru (X gets collected),novelty,1.1000000000000000
hikari (light),X ga ahureru (X overflows),novelty,0.30000000000000000000
syutisin (shame),X ga sitataru (X drips),novelty,3.1000000000000000
kinsen (money),X wo sosogu (Y pours X),metaphoricity,1.2000000000000000
kibou (hope),X ga huttou-suru (X boils),novelty,3.3000000000000000
oto (sound),X ni sizumu (Y sinks into X),novelty,3.3000000000000000
jouhou (information),X ga nagarederu (X flows out),novelty,0.60000000000000000000
abura (oil),X wo siboridasu (Y squeezes X),novelty,0.80000000000000000000
kibou (hope),X ga moreru (X leaks),metaphoricity,1.9000000000000000
neko (cat),X ni hitaru (Y soaks in X),novelty,2.6000000000000000
suimin (sleep),X wo sosogu (Y pours X),metaphoricity,1.4000000000000000
sitto (envy),X ni oboreru (Y almost drowns in X),comprehensibility,2.7000000000000000
ito (intention),X wo sosogu (Y pours X),comprehensibility,1.2000000000000000
kanjou (emotion),X ga sitataru (X drips),comprehensibility,2.2000000000000000
jouhou (information),X wo tarasu (Y drops X),comprehensibility,1.9000000000000000
mizu (water),X ga nigoru (X gets cloudy),novelty,0.30000000000000000000
oto (sound),X wo kakeru (Y sprays X),novelty,2.2000000000000000
rikai (understanding),X ga sumu (X gets clear),comprehensibility,0.50000000000000000000
ikari (anger),X wo siboridasu (Y squeezes X),metaphoricity,2.4000000000000000
kotoba (word),X wo maku (Y scatters X),comprehensibility,2.1000000000000000
ari (ant),X ni tukaru (Y gets submerged in X),comprehensibility,1.4000000000000000
keeki (cake),X ga ahureru (X overflows),novelty,3.4000000000000000
ansin (relief),X ga nizimu (X oozes),novelty,2.4000000000000000
zetubou (despair),X ga moreru (X leaks),comprehensibility,0.90000000000000000000
abura (oil),X ga tamaru (X gets collected),metaphoricity,0.50000000000000000000
ai (love),X wo abiseru (Y showers X),novelty,2.9000000000000000
suimin (sleep),X wo tarasu (Y drops X),comprehensibility,0.30000000000000000000
abura (oil),X ga uzumaku (X whirls),metaphoricity,1.7000000000000000
kinsen (money),X ga nagarederu (X flows out),novelty,2.6000000000000000
yorokobi (delight),X de susugu (Y rinses Z with X),comprehensibility,0.20000000000000000000
ansin (relief),X ga sitataru (X drips),comprehensibility,1.00000000000000000000
keeki (cake),X ga nigoru (X gets cloudy),metaphoricity,0.90000000000000000000
kyouhu (fear),X ga ahureru (X overflows),comprehensibility,2.8000000000000000
rikai (understanding),X wo makitirasu (Y sprinkles X),comprehensibility,0.50000000000000000000
ito (intention),X wo tarasu (Y drops X),metaphoricity,2.3000000000000000
kotoba (word),X ga simiru (X soaks into Y),comprehensibility,3.0000000000000000
jouhou (information),X wo sosogu (Y pours X),metaphoricity,2.4000000000000000
human (complaint),X wo susuru (Y sips X),comprehensibility,0.50000000000000000000
tanosisa (enjoyment),X ni oboreru (Y almost drowns in X),comprehensibility,2.7000000000000000
kanjou (emotion),X ga nizimu (X oozes),novelty,1.5000000000000000
kotoba (word),X ga hotobasiru (X spurts),metaphoricity,2.1000000000000000
mizu (water),X ga ahureru (X overflows),metaphoricity,1.00000000000000000000
koe (voice),X wo susuru (Y sips X),novelty,3.6000000000000000
iwa (rock),X de susugu (Y rinses Z with X),metaphoricity,2.7000000000000000
nioi (smell),X ni uku (Y floats on X),novelty,4.0000000000000000
zouo (hatred),X ni hitaru (Y soaks in X),comprehensibility,2.2000000000000000
yuuki (bravery),X wo siboridasu (Y squeezes X),comprehensibility,3.7000000000000000
neko (cat),X ga koboreru (X spills out),metaphoricity,2.0000000000000000
ikari (anger),X ga uzumaku (X whirls),novelty,0.90000000000000000000
doro (mud),X ga mitiru (X fills Y),novelty,3.4000000000000000
kairaku (pleasure),X ga nizimu (X oozes),comprehensibility,1.4000000000000000
kinsen (money),X wo tarasu (Y drops X),comprehensibility,0.70000000000000000000
suimin (sleep),X ga nagarederu (X flows out),novelty,3.9000000000000000
oto (sound),X ga waku (X gushes out),novelty,3.4000000000000000
syutisin (shame),X ga nizimu (X oozes),comprehensibility,2.4000000000000000
hikari (light),X ga nigoru (X gets cloudy),metaphoricity,2.2000000000000000
roudou (labor),X wo susuru (Y sips X),novelty,4.0000000000000000
ai (love),X wo nomu (Y drinks X),novelty,3.4000000000000000
sitto (envy),X ni sizumu (Y sinks into X),metaphoricity,2.3000000000000000
kyouhu (fear),X ga nizimu (X oozes),metaphoricity,1.5000000000000000
nioi (smell),X de susugu (Y rinses Z with X),novelty,3.8000000000000000
kuuki (air),X ga mitiru (X fills Y),novelty,1.6000000000000000
ansin (relief),X ga nigoru (X gets cloudy),comprehensibility,1.1000000000000000
keeki (cake),X ga sitataru (X drips),metaphoricity,0.90000000000000000000
iwa (rock),X ni uku (Y floats on X),metaphoricity,2.3000000000000000
mizu (water),X ga nizimu (X oozes),comprehensibility,3.4000000000000000
sitto (envy),X ni hitasu (Y dips Z in X),novelty,3.3000000000000000
sitto (envy),X ga yodomu (X gets stagnant),metaphoricity,1.8000000000000000
tanosisa (enjoyment),X ga waku (X gushes out),metaphoricity,2.1000000000000000
kinsen (money),X ga uzumaku (X whirls),metaphoricity,2.6000000000000000
jouhou (information),X wo siboridasu (Y squeezes X),novelty,2.1000000000000000
abura (oil),X ga nagarederu (X flows out),novelty,0.30000000000000000000
human (complaint),X ga koboreru (X spills out),metaphoricity,1.8000000000000000
ito (intention),X ga uzumaku (X whirls),comprehensibility,2.4000000000000000
suna (sand),X ni hitaru (Y soaks in X),novelty,3.4000000000000000
abura (oil),X wo tarasu (Y drops X),comprehensibility,3.7000000000000000
suimin (sleep),X ga uzumaku (X whirls),metaphoricity,2.2000000000000000
ikari (anger),X ga nagarederu (X flows out),metaphoricity,2.6000000000000000
yorokobi (delight),X ni uku (Y floats on X),comprehensibility,1.5000000000000000
ai (love),X ga nagareru (X flows),metaphoricity,2.9000000000000000
kanasimi (sorrow),X wo maku (Y scatters X),metaphoricity,2.0000000000000000
jounetu (passion),X wo maku (Y scatters X),comprehensibility,2.0000000000000000
kibou (hope),X wo makitirasu (Y sprinkles X),novelty,2.6000000000000000
hikari (light),X ga sitataru (X drips),metaphoricity,2.1000000000000000
jouhou (information),X ga tamaru (X gets collected),metaphoricity,1.9000000000000000
syutisin (shame),X ga ahureru (X overflows),metaphoricity,2.6000000000000000
sitto (envy),X wo kakeru (Y sprays X),metaphoricity,1.9000000000000000
neko (cat),X wo susuru (Y sips X),comprehensibility,0.40000000000000000000
jikan (time),X wo nomu (Y drinks X),comprehensibility,0.20000000000000000000
kairaku (pleasure),X ga ahureru (X overflows),metaphoricity,2.3000000000000000
syutisin (shame),X ga nigoru (X gets cloudy),novelty,3.4000000000000000
iwa (rock),X ga mitiru (X fills Y),comprehensibility,0.60000000000000000000
koe (voice),X ni hitaru (Y soaks in X),comprehensibility,2.5000000000000000
abura (oil),X wo sosogu (Y pours X),metaphoricity,2.1000000000000000
kanasimi (sorrow),X ga simiru (X soaks into Y),metaphoricity,2.8000000000000000
kairaku (pleasure),X ga nigoru (X gets cloudy),novelty,3.8000000000000000
jouhou (information),X ga uzumaku (X whirls),metaphoricity,3.1000000000000000
jounetu (passion),X ga hotobasiru (X spurts),metaphoricity,2.6000000000000000
tanosisa (enjoyment),X wo kakeru (Y sprays X),metaphoricity,1.7000000000000000
kinsen (money),X wo siboridasu (Y squeezes X),novelty,2.5000000000000000
suna (sand),X ga koboreru (X spills out),metaphoricity,0.80000000000000000000
zouo (hatred),X wo susuru (Y sips X),novelty,3.3000000000000000
jikan (time),X wo kumitoru (Y scoops up X),novelty,2.8000000000000000
jounetu (passion),X ga simiru (X soaks into Y),comprehensibility,1.9000000000000000
yuuki (bravery),X wo tarasu (Y drops X),novelty,3.7000000000000000
kanasimi (sorrow),X ga hotobasiru (X spurts),comprehensibility,2.2000000000000000
ito (intention),X ga tamaru (X gets collected),comprehensibility,0.90000000000000000000
kibou (hope),X ga sumu (X gets clear),novelty,3.0000000000000000
kibou (hope),X ni tukaru (Y gets submerged in X),metaphoricity,1.6000000000000000
roudou (labor),X ni hitaru (Y soaks in X),comprehensibility,2.7000000000000000
suimin (sleep),X ga tamaru (X gets collected),metaphoricity,2.3000000000000000
rikai (understanding),X ga huttou-suru (X boils),comprehensibility,0.50000000000000000000
tanosisa (enjoyment),X ga yodomu (X gets stagnant),metaphoricity,2.9000000000000000
yorokobi (delight),X ga mitiru (X fills Y),metaphoricity,1.5000000000000000
sitto (envy),X ga waku (X gushes out),metaphoricity,2.2000000000000000
tanosisa (enjoyment),X ni hitasu (Y dips Z in X),novelty,3.9000000000000000
yuuki (bravery),X ga nagarederu (X flows out),comprehensibility,1.8000000000000000
mizu (water),X ga sitataru (X drips),novelty,0.10000000000000000000
ari (ant),X ga moreru (X leaks),comprehensibility,1.00000000000000000000
kanjou (emotion),X ga nigoru (X gets cloudy),comprehensibility,2.3000000000000000
kinsen (money),X ga tamaru (X gets collected),metaphoricity,1.4000000000000000
huan (anxiety),X ni uku (Y floats on X),novelty,3.9000000000000000
kimoti (feeling),X ga mitiru (X fills Y),novelty,2.3000000000000000
ai (love),X wo kumitoru (Y scoops up X),comprehensibility,2.1000000000000000
tanosisa (enjoyment),X ni sizumu (Y sinks into X),metaphoricity,2.1000000000000000
human (complaint),X ni hitaru (Y soaks in X),novelty,3.3000000000000000
ikari (anger),X wo sosogu (Y pours X),novelty,2.6000000000000000
zetubou (despair),X ni tukaru (Y gets submerged in X),comprehensibility,2.3000000000000000
suimin (sleep),X wo siboridasu (Y squeezes X),novelty,3.5000000000000000
kanjou (emotion),X ni sizumu (Y sinks into X),metaphoricity,2.2000000000000000
neko (cat),X wo makitirasu (Y sprinkles X),comprehensibility,0.40000000000000000000
iwa (rock),X ga simiru (X soaks into Y),comprehensibility,1.00000000000000000000
ikari (anger),X ga nagareru (X flows),metaphoricity,2.5000000000000000
ansin (relief),X ga waku (X gushes out),metaphoricity,1.9000000000000000
jikan (time),X wo tarasu (Y drops X),metaphoricity,1.9000000000000000
kanasimi (sorrow),X ga mitiru (X fills Y),metaphoricity,1.7000000000000000
ai (love),X ga nagarederu (X flows out),metaphoricity,2.4000000000000000
kibou (hope),X wo susuru (Y sips X),novelty,3.3000000000000000
keeki (cake),X ni oboreru (Y almost drowns in X),metaphoricity,2.0000000000000000
jounetu (passion),X ga mitiru (X fills Y),comprehensibility,2.5000000000000000
kanjou (emotion),X ga yodomu (X gets stagnant),metaphoricity,2.2000000000000000
kanjou (emotion),X ni hitasu (Y dips Z in X),novelty,2.0000000000000000
iwa (rock),X ga hotobasiru (X spurts),metaphoricity,2.6000000000000000
tanosisa (enjoyment),X ga nigoru (X gets cloudy),comprehensibility,1.3000000000000000
suna (sand),X ga huttou-suru (X boils),comprehensibility,0.30000000000000000000
yuuki (bravery),X wo kumitoru (Y scoops up X),metaphoricity,1.7000000000000000
zouo (hatred),X ga sumu (X gets clear),novelty,3.4000000000000000
zouo (hatred),X ni tukaru (Y gets submerged in X),metaphoricity,2.6000000000000000
abura (oil),X wo nomu (Y drinks X),metaphoricity,1.2000000000000000
yorokobi (delight),X ga simiru (X soaks into Y),metaphoricity,2.8000000000000000
kimoti (feeling),X ga simiru (X soaks into Y),novelty,1.8000000000000000
kuuki (air),X wo maku (Y scatters X),novelty,3.3000000000000000
jouhou (information),X wo abiseru (Y showers X),metaphoricity,2.6000000000000000
kotoba (word),X de susugu (Y rinses Z with X),metaphoricity,2.3000000000000000
ikari (anger),X wo nomu (Y drinks X),novelty,2.5000000000000000
hikari (light),X ni oboreru (Y almost drowns in X),metaphoricity,2.1000000000000000
rikai (understanding),X ga koboreru (X spills out),metaphoricity,2.2000000000000000
kairaku (pleasure),X ni hitasu (Y dips Z in X),comprehensibility,1.6000000000000000
ari (ant),X ga koboreru (X spills out),novelty,3.6000000000000000
abura (oil),X ga nagareru (X flows),novelty,1.4000000000000000
yorokobi (delight),X ga hotobasiru (X spurts),comprehensibility,3.0000000000000000
syutisin (shame),X ni hitasu (Y dips Z in X),comprehensibility,1.5000000000000000
kanjou (emotion),X wo kakeru (Y sprays X),metaphoricity,2.2000000000000000
kanasimi (sorrow),X ni uku (Y floats on X),comprehensibility,1.1000000000000000
ito (intention),X wo abiseru (Y showers X),comprehensibility,1.5000000000000000
yuuki (bravery),X ga nagareru (X flows),comprehensibility,0.50000000000000000000
yorokobi (delight),X wo maku (Y scatters X),metaphoricity,2.3000000000000000
suimin (sleep),X wo abiseru (Y showers X),metaphoricity,1.5000000000000000
oto (sound),X ga nizimu (X oozes),metaphoricity,2.6000000000000000
human (complaint),X ga huttou-suru (X boils),comprehensibility,2.1000000000000000
kimoti (feeling),X wo maku (Y scatters X),novelty,3.6000000000000000
kuuki (air),X ga simiru (X soaks into Y),novelty,2.4000000000000000
ari (ant),X ni hitaru (Y soaks in X),metaphoricity,1.9000000000000000
jounetu (passion),X ni uku (Y floats on X),metaphoricity,2.4000000000000000
ai (love),X wo sosogu (Y pours X),novelty,0.60000000000000000000
ikari (anger),X wo kumitoru (Y scoops up X),comprehensibility,3.1000000000000000
ansin (relief),X wo kakeru (Y sprays X),metaphoricity,2.0000000000000000
rikai (understanding),X ni hitaru (Y soaks in X),novelty,3.2000000000000000
iwa (rock),X wo maku (Y scatters X),comprehensibility,1.4000000000000000
ansin (relief),X ni sizumu (Y sinks into X),metaphoricity,2.3000000000000000
roudou (labor),X ga huttou-suru (X boils),novelty,3.5000000000000000
mizu (water),X ni oboreru (Y almost drowns in X),novelty,0.20000000000000000000
jikan (time),X wo sosogu (Y pours X),comprehensibility,3.1000000000000000
kanjou (emotion),X ga waku (X gushes out),metaphoricity,2.1000000000000000
neko (cat),X ga sumu (X gets clear),comprehensibility,0.10000000000000000000
roudou (labor),X ga moreru (X leaks),metaphoricity,1.8000000000000000
sitto (envy),X ga nigoru (X gets cloudy),comprehensibility,0.40000000000000000000
ansin (relief),X ga yodomu (X gets stagnant),metaphoricity,2.8000000000000000
zouo (hatred),X wo makitirasu (Y sprinkles X),novelty,1.5000000000000000
kinsen (money),X wo abiseru (Y showers X),metaphoricity,1.9000000000000000
ansin (relief),X ni hitasu (Y dips Z in X),novelty,3.2000000000000000
koe (voice),X ga moreru (X leaks),metaphoricity,0.80000000000000000000
koe (voice),X ga huttou-suru (X boils),novelty,3.6000000000000000
huan (anxiety),X ga hotobasiru (X spurts),novelty,1.7000000000000000
koe (voice),X wo sosogu (Y pours X),comprehensibility,1.5000000000000000
nioi (smell),X ga nizimu (X oozes),metaphoricity,1.8000000000000000
abura (oil),X ni hitaru (Y soaks in X),metaphoricity,2.6000000000000000
kyouhu (fear),X de susugu (Y rinses Z with X),novelty,3.5000000000000000
yorokobi (delight),X ga ahureru (X overflows),novelty,1.7000000000000000
neko (cat),X wo siboridasu (Y squeezes X),metaphoricity,1.5000000000000000
jounetu (passion),X ga waku (X gushes out),metaphoricity,1.3000000000000000
kimoti (feeling),X ga ahureru (X overflows),metaphoricity,2.1000000000000000
kibou (hope),X wo abiseru (Y showers X),comprehensibility,2.3000000000000000
kanasimi (sorrow),X ga waku (X gushes out),comprehensibility,3.5000000000000000
jikan (time),X ga moreru (X leaks),metaphoricity,2.6000000000000000
roudou (labor),X wo sosogu (Y pours X),comprehensibility,2.0000000000000000
yuuki (bravery),X ga koboreru (X spills out),comprehensibility,1.7000000000000000
ansin (relief),X ga mitiru (X fills Y),comprehensibility,2.7000000000000000
jikan (time),X ga huttou-suru (X boils),novelty,4.0000000000000000
kuuki (air),X ga nigoru (X gets cloudy),novelty,1.00000000000000000000
ai (love),X ga huttou-suru (X boils),comprehensibility,2.0000000000000000
sitto (envy),X ga hotobasiru (X spurts),metaphoricity,1.4000000000000000
neko (cat),X ga tamaru (X gets collected),novelty,2.6000000000000000
zouo (hatred),X ga uzumaku (X whirls),comprehensibility,3.5000000000000000
tanosisa (enjoyment),X wo maku (Y scatters X),comprehensibility,1.7000000000000000
zetubou (despair),X wo abiseru (Y showers X),metaphoricity,1.9000000000000000
doro (mud),X ga sitataru (X drips),novelty,2.4000000000000000
human (complaint),X wo sosogu (Y pours X),novelty,3.0000000000000000
ikari (anger),X ni hitaru (Y soaks in X),novelty,2.8000000000000000
rikai (understanding),X wo kumitoru (Y scoops up X),comprehensibility,2.0000000000000000
kanjou (emotion),X ni uku (Y floats on X),metaphoricity,1.3000000000000000
suna (sand),X ga nagarederu (X flows out),metaphoricity,0.70000000000000000000
sitto (envy),X ga simiru (X soaks into Y),comprehensibility,1.1000000000000000
rikai (understanding),X wo nomu (Y drinks X),novelty,3.1000000000000000
ito (intention),X wo susuru (Y sips X),novelty,3.3000000000000000
huan (anxiety),X ga ahureru (X overflows),comprehensibility,3.2000000000000000
ari (ant),X wo nomu (Y drinks X),metaphoricity,1.6000000000000000
hikari (light),X de susugu (Y rinses Z with X),comprehensibility,0.60000000000000000000
kanasimi (sorrow),X wo kakeru (Y sprays X),comprehensibility,0.20000000000000000000
tanosisa (enjoyment),X ga simiru (X soaks into Y),comprehensibility,2.8000000000000000
jounetu (passion),X wo kakeru (Y sprays X),metaphoricity,0.50000000000000000000
tanosisa (enjoyment),X ga hotobasiru (X spurts),metaphoricity,1.7000000000000000
iwa (rock),X ga nigoru (X gets cloudy),comprehensibility,0.50000000000000000000
zouo (hatred),X ga tamaru (X gets collected),comprehensibility,2.9000000000000000
kotoba (word),X ni oboreru (Y almost drowns in X),comprehensibility,2.7000000000000000
ansin (relief),X ni uku (Y floats on X),metaphoricity,2.9000000000000000
syutisin (shame),X ga mitiru (X fills Y),novelty,2.8000000000000000
sitto (envy),X wo maku (Y scatters X),comprehensibility,1.4000000000000000
ikari (anger),X ga koboreru (X spills out),metaphoricity,3.1000000000000000
neko (cat),X ga uzumaku (X whirls),novelty,3.0000000000000000
kairaku (pleasure),X ga mitiru (X fills Y),novelty,1.8000000000000000
doro (mud),X ga nizimu (X oozes),comprehensibility,2.6000000000000000
human (complaint),X ga nagarederu (X flows out),metaphoricity,2.2000000000000000
koe (voice),X wo tarasu (Y drops X),metaphoricity,2.3000000000000000
suna (sand),X wo sosogu (Y pours X),novelty,2.5000000000000000
kanasimi (sorrow),X ga yodomu (X gets stagnant),comprehensibility,1.4000000000000000
kuuki (air),X ga ahureru (X overflows),metaphoricity,1.3000000000000000
rikai (understanding),X ga nagareru (X flows),metaphoricity,2.3000000000000000
jounetu (passion),X ni sizumu (Y sinks into X),metaphoricity,2.7000000000000000
ari (ant),X ga nagareru (X flows),novelty,2.7000000000000000
abura (oil),X ga koboreru (X spills out),novelty,0.30000000000000000000
keeki (cake),X de susugu (Y rinses Z with X),comprehensibility,0.20000000000000000000
yorokobi (delight),X ga nigoru (X gets cloudy),metaphoricity,2.3000000000000000
kanasimi (sorrow),X ni sizumu (Y sinks into X),comprehensibility,3.7000000000000000
roudou (labor),X wo tarasu (Y drops X),metaphoricity,0.80000000000000000000
jounetu (passion),X ni hitasu (Y dips Z in X),novelty,3.3000000000000000
kimoti (feeling),X ga nigoru (X gets cloudy),novelty,2.5000000000000000
jounetu (passion),X ga yodomu (X gets stagnant),metaphoricity,2.5000000000000000
kanjou (emotion),X ga mitiru (X fills Y),comprehensibility,3.1000000000000000
kimoti (feeling),X ni hitasu (Y dips Z in X),comprehensibility,0.70000000000000000000
iwa (rock),X wo kakeru (Y sprays X),metaphoricity,0.40000000000000000000
jounetu (passion),X ga nigoru (X gets cloudy),comprehensibility,1.7000000000000000
tanosisa (enjoyment),X ga mitiru (X fills Y),comprehensibility,3.1000000000000000
yorokobi (delight),X ga yodomu (X gets stagnant),comprehensibility,1.8000000000000000
ikari (anger),X ga huttou-suru (X boils),comprehensibility,3.2000000000000000
zetubou (despair),X wo siboridasu (Y squeezes X),novelty,3.4000000000000000
suimin (sleep),X ni tukaru (Y gets submerged in X),comprehensibility,1.9000000000000000
ito (intention),X ni tukaru (Y gets submerged in X),metaphoricity,2.1000000000000000
